"region" "subject" "expt" "item" "condition" "position" "word" "times" "value" "gram" "int"
"2126" "V1" 22 "gug" 7 "d" 10 "questioned" "rt" 425 "ungram" "lo"
"2127" "V1" 22 "gug" 3 "d" 10 "questioned" "rt" 465 "ungram" "lo"
"2128" "V1" 22 "gug" 11 "d" 10 "annoyed" "rt" 833 "ungram" "lo"
"2129" "V1" 23 "gug" 14 "d" 10 "convinced" "rt" 649 "ungram" "lo"
"2130" "V1" 23 "gug" 5 "c" 10 "cooked_for" "rt" 889 "ungram" "hi"
"2131" "V1" 23 "gug" 6 "d" 10 "thanked" "rt" 896 "ungram" "lo"
"2132" "V1" 23 "gug" 2 "d" 10 "greeted" "rt" 777 "ungram" "lo"
"2133" "V1" 23 "gug" 13 "c" 10 "berated" "rt" 833 "ungram" "hi"
"2134" "V1" 23 "gug" 10 "d" 10 "instructed" "rt" 1969 "ungram" "lo"
"2135" "V1" 23 "gug" 1 "c" 10 "supervised" "rt" 473 "ungram" "hi"
"2136" "V1" 23 "gug" 9 "c" 10 "tipped" "rt" 369 "ungram" "hi"
"2137" "V1" 24 "gug" 8 "c" 10 "surprised" "rt" 513 "ungram" "hi"
"2138" "V1" 24 "gug" 13 "d" 10 "berated" "rt" 1033 "ungram" "lo"
"2139" "V1" 24 "gug" 9 "d" 10 "tipped" "rt" 561 "ungram" "lo"
"2140" "V1" 24 "gug" 4 "c" 10 "annoyed" "rt" 433 "ungram" "hi"
"2141" "V1" 24 "gug" 12 "c" 10 "visited" "rt" 897 "ungram" "hi"
"2142" "V1" 24 "gug" 16 "c" 10 "admired" "rt" 633 "ungram" "hi"
"2143" "V1" 24 "gug" 5 "d" 10 "cooked_for" "rt" 713 "ungram" "lo"
"2144" "V1" 24 "gug" 1 "d" 10 "supervised" "rt" 537 "ungram" "lo"
"2145" "V1" 25 "gug" 11 "c" 10 "annoyed" "rt" 1657 "ungram" "hi"
"2146" "V1" 25 "gug" 3 "c" 10 "questioned" "rt" 1265 "ungram" "hi"
"2147" "V1" 25 "gug" 8 "d" 10 "surprised" "rt" 1353 "ungram" "lo"
"2148" "V1" 25 "gug" 4 "d" 10 "annoyed" "rt" 449 "ungram" "lo"
"2149" "V1" 25 "gug" 16 "d" 10 "admired" "rt" 217 "ungram" "lo"
"2150" "V1" 25 "gug" 12 "d" 10 "visited" "rt" 266 "ungram" "lo"
"2151" "V1" 25 "gug" 7 "c" 10 "questioned" "rt" 505 "ungram" "hi"
"2152" "V1" 25 "gug" 15 "c" 10 "hated" "rt" 1706 "ungram" "hi"
"2153" "V1" 26 "gug" 7 "d" 10 "questioned" "rt" 609 "ungram" "lo"
"2154" "V1" 26 "gug" 3 "d" 10 "questioned" "rt" 761 "ungram" "lo"
"2155" "V1" 26 "gug" 14 "c" 10 "convinced" "rt" 665 "ungram" "hi"
"2156" "V1" 26 "gug" 10 "c" 10 "instructed" "rt" 729 "ungram" "hi"
"2157" "V1" 26 "gug" 2 "c" 10 "greeted" "rt" 378 "ungram" "hi"
"2158" "V1" 26 "gug" 6 "c" 10 "thanked" "rt" 745 "ungram" "hi"
"2159" "V1" 26 "gug" 11 "d" 10 "annoyed" "rt" 1601 "ungram" "lo"
"2160" "V1" 26 "gug" 15 "d" 10 "hated" "rt" 937 "ungram" "lo"
"2161" "V1" 27 "gug" 14 "d" 10 "convinced" "rt" 521 "ungram" "lo"
"2162" "V1" 27 "gug" 6 "d" 10 "thanked" "rt" 521 "ungram" "lo"
"2163" "V1" 27 "gug" 13 "c" 10 "berated" "rt" 345 "ungram" "hi"
"2164" "V1" 27 "gug" 2 "d" 10 "greeted" "rt" 377 "ungram" "lo"
"2165" "V1" 27 "gug" 9 "c" 10 "tipped" "rt" 513 "ungram" "hi"
"2166" "V1" 27 "gug" 1 "c" 10 "supervised" "rt" 441 "ungram" "hi"
"2167" "V1" 27 "gug" 10 "d" 10 "instructed" "rt" 633 "ungram" "lo"
"2168" "V1" 27 "gug" 5 "c" 10 "cooked_for" "rt" 593 "ungram" "hi"
"2169" "V1" 28 "gug" 12 "c" 10 "visited" "rt" 1441 "ungram" "hi"
"2170" "V1" 28 "gug" 16 "c" 10 "admired" "rt" 553 "ungram" "hi"
"2171" "V1" 28 "gug" 8 "c" 10 "surprised" "rt" 2552 "ungram" "hi"
"2172" "V1" 28 "gug" 9 "d" 10 "tipped" "rt" 633 "ungram" "lo"
"2173" "V1" 28 "gug" 5 "d" 10 "cooked_for" "rt" 2097 "ungram" "lo"
"2174" "V1" 28 "gug" 4 "c" 10 "annoyed" "rt" 489 "ungram" "hi"
"2175" "V1" 28 "gug" 13 "d" 10 "berated" "rt" 409 "ungram" "lo"
"2176" "V1" 28 "gug" 1 "d" 10 "supervised" "rt" 889 "ungram" "lo"
"2177" "V1" 29 "gug" 15 "c" 10 "hated" "rt" 409 "ungram" "hi"
"2178" "V1" 29 "gug" 7 "c" 10 "questioned" "rt" 1449 "ungram" "hi"
"2179" "V1" 29 "gug" 4 "d" 10 "annoyed" "rt" 601 "ungram" "lo"
"2180" "V1" 29 "gug" 3 "c" 10 "questioned" "rt" 857 "ungram" "hi"
"2181" "V1" 29 "gug" 11 "c" 10 "annoyed" "rt" 496 "ungram" "hi"
"2182" "V1" 29 "gug" 8 "d" 10 "surprised" "rt" 313 "ungram" "lo"
"2183" "V1" 29 "gug" 16 "d" 10 "admired" "rt" 305 "ungram" "lo"
"2184" "V1" 29 "gug" 12 "d" 10 "visited" "rt" 1633 "ungram" "lo"
"2185" "V1" 3 "gug" 1 "c" 10 "supervised" "rt" 449 "ungram" "hi"
"2186" "V1" 3 "gug" 14 "d" 10 "convinced" "rt" 537 "ungram" "lo"
"2187" "V1" 3 "gug" 2 "d" 10 "greeted" "rt" 393 "ungram" "lo"
"2188" "V1" 3 "gug" 5 "c" 10 "cooked_for" "rt" 1745 "ungram" "hi"
"2189" "V1" 3 "gug" 9 "c" 10 "tipped" "rt" 353 "ungram" "hi"
"2190" "V1" 3 "gug" 10 "d" 10 "instructed" "rt" 1249 "ungram" "lo"
"2191" "V1" 3 "gug" 13 "c" 10 "berated" "rt" 305 "ungram" "hi"
"2192" "V1" 3 "gug" 6 "d" 10 "thanked" "rt" 345 "ungram" "lo"
"2193" "V1" 30 "gug" 10 "c" 10 "instructed" "rt" 920 "ungram" "hi"
"2194" "V1" 30 "gug" 7 "d" 10 "questioned" "rt" 489 "ungram" "lo"
"2195" "V1" 30 "gug" 11 "d" 10 "annoyed" "rt" 689 "ungram" "lo"
"2196" "V1" 30 "gug" 14 "c" 10 "convinced" "rt" 489 "ungram" "hi"
"2197" "V1" 30 "gug" 2 "c" 10 "greeted" "rt" 1345 "ungram" "hi"
"2198" "V1" 30 "gug" 3 "d" 10 "questioned" "rt" 721 "ungram" "lo"
"2199" "V1" 30 "gug" 15 "d" 10 "hated" "rt" 473 "ungram" "lo"
"2200" "V1" 30 "gug" 6 "c" 10 "thanked" "rt" 561 "ungram" "hi"
"2201" "V1" 31 "gug" 13 "c" 10 "berated" "rt" 1433 "ungram" "hi"
"2202" "V1" 31 "gug" 5 "c" 10 "cooked_for" "rt" 369 "ungram" "hi"
"2203" "V1" 31 "gug" 1 "c" 10 "supervised" "rt" 376 "ungram" "hi"
"2204" "V1" 31 "gug" 6 "d" 10 "thanked" "rt" 808 "ungram" "lo"
"2205" "V1" 31 "gug" 9 "c" 10 "tipped" "rt" 4817 "ungram" "hi"
"2206" "V1" 31 "gug" 10 "d" 10 "instructed" "rt" 936 "ungram" "lo"
"2207" "V1" 31 "gug" 2 "d" 10 "greeted" "rt" 2985 "ungram" "lo"
"2208" "V1" 31 "gug" 14 "d" 10 "convinced" "rt" 601 "ungram" "lo"
"2209" "V1" 32 "gug" 16 "c" 10 "admired" "rt" 705 "ungram" "hi"
"2210" "V1" 32 "gug" 12 "c" 10 "visited" "rt" 609 "ungram" "hi"
"2211" "V1" 32 "gug" 5 "d" 10 "cooked_for" "rt" 1081 "ungram" "lo"
"2212" "V1" 32 "gug" 9 "d" 10 "tipped" "rt" 585 "ungram" "lo"
"2213" "V1" 32 "gug" 4 "c" 10 "annoyed" "rt" 393 "ungram" "hi"
"2214" "V1" 32 "gug" 13 "d" 10 "berated" "rt" 985 "ungram" "lo"
"2215" "V1" 32 "gug" 8 "c" 10 "surprised" "rt" 497 "ungram" "hi"
"2216" "V1" 32 "gug" 1 "d" 10 "supervised" "rt" 545 "ungram" "lo"
"2217" "V1" 33 "gug" 7 "c" 10 "questioned" "rt" 6209 "ungram" "hi"
"2218" "V1" 33 "gug" 4 "d" 10 "annoyed" "rt" 3601 "ungram" "lo"
"2219" "V1" 33 "gug" 11 "c" 10 "annoyed" "rt" 2961 "ungram" "hi"
"2220" "V1" 33 "gug" 15 "c" 10 "hated" "rt" 1185 "ungram" "hi"
"2221" "V1" 33 "gug" 12 "d" 10 "visited" "rt" 3890 "ungram" "lo"
"2222" "V1" 33 "gug" 16 "d" 10 "admired" "rt" 577 "ungram" "lo"
"2223" "V1" 33 "gug" 8 "d" 10 "surprised" "rt" 1897 "ungram" "lo"
"2224" "V1" 33 "gug" 3 "c" 10 "questioned" "rt" 601 "ungram" "hi"
"2225" "V1" 34 "gug" 14 "c" 10 "convinced" "rt" 1048 "ungram" "hi"
"2226" "V1" 34 "gug" 10 "c" 10 "instructed" "rt" 1032 "ungram" "hi"
"2227" "V1" 34 "gug" 6 "c" 10 "thanked" "rt" 5728 "ungram" "hi"
"2228" "V1" 34 "gug" 7 "d" 10 "questioned" "rt" 481 "ungram" "lo"
"2229" "V1" 34 "gug" 11 "d" 10 "annoyed" "rt" 864 "ungram" "lo"
"2230" "V1" 34 "gug" 3 "d" 10 "questioned" "rt" 833 "ungram" "lo"
"2231" "V1" 34 "gug" 15 "d" 10 "hated" "rt" 561 "ungram" "lo"
"2232" "V1" 34 "gug" 2 "c" 10 "greeted" "rt" 1425 "ungram" "hi"
"2233" "V1" 35 "gug" 13 "c" 10 "berated" "rt" 377 "ungram" "hi"
"2234" "V1" 35 "gug" 5 "c" 10 "cooked_for" "rt" 2633 "ungram" "hi"
"2235" "V1" 35 "gug" 9 "c" 10 "tipped" "rt" 465 "ungram" "hi"
"2236" "V1" 35 "gug" 14 "d" 10 "convinced" "rt" 5137 "ungram" "lo"
"2237" "V1" 35 "gug" 1 "c" 10 "supervised" "rt" 321 "ungram" "hi"
"2238" "V1" 35 "gug" 10 "d" 10 "instructed" "rt" 313 "ungram" "lo"
"2239" "V1" 35 "gug" 2 "d" 10 "greeted" "rt" 922 "ungram" "lo"
"2240" "V1" 35 "gug" 6 "d" 10 "thanked" "rt" 521 "ungram" "lo"
"2241" "V1" 36 "gug" 13 "d" 10 "berated" "rt" 569 "ungram" "lo"
"2242" "V1" 36 "gug" 8 "c" 10 "surprised" "rt" 489 "ungram" "hi"
"2243" "V1" 36 "gug" 5 "d" 10 "cooked_for" "rt" 601 "ungram" "lo"
"2244" "V1" 36 "gug" 9 "d" 10 "tipped" "rt" 481 "ungram" "lo"
"2245" "V1" 36 "gug" 12 "c" 10 "visited" "rt" 473 "ungram" "hi"
"2246" "V1" 36 "gug" 16 "c" 10 "admired" "rt" 2657 "ungram" "hi"
"2247" "V1" 36 "gug" 4 "c" 10 "annoyed" "rt" 417 "ungram" "hi"
"2248" "V1" 36 "gug" 1 "d" 10 "supervised" "rt" 2561 "ungram" "lo"
"2249" "V1" 37 "gug" 16 "d" 10 "admired" "rt" 322 "ungram" "lo"
"2250" "V1" 37 "gug" 11 "c" 10 "annoyed" "rt" 368 "ungram" "hi"
"2251" "V1" 37 "gug" 8 "d" 10 "surprised" "rt" 481 "ungram" "lo"
"2252" "V1" 37 "gug" 3 "c" 10 "questioned" "rt" 361 "ungram" "hi"
"2253" "V1" 37 "gug" 7 "c" 10 "questioned" "rt" 433 "ungram" "hi"
"2254" "V1" 37 "gug" 4 "d" 10 "annoyed" "rt" 306 "ungram" "lo"
"2255" "V1" 37 "gug" 15 "c" 10 "hated" "rt" 377 "ungram" "hi"
"2256" "V1" 37 "gug" 12 "d" 10 "visited" "rt" 201 "ungram" "lo"
"2257" "V1" 38 "gug" 3 "d" 10 "questioned" "rt" 697 "ungram" "lo"
"2258" "V1" 38 "gug" 11 "d" 10 "annoyed" "rt" 913 "ungram" "lo"
"2259" "V1" 38 "gug" 7 "d" 10 "questioned" "rt" 537 "ungram" "lo"
"2260" "V1" 38 "gug" 10 "c" 10 "instructed" "rt" 1361 "ungram" "hi"
"2261" "V1" 38 "gug" 15 "d" 10 "hated" "rt" 505 "ungram" "lo"
"2262" "V1" 38 "gug" 6 "c" 10 "thanked" "rt" 1033 "ungram" "hi"
"2263" "V1" 38 "gug" 2 "c" 10 "greeted" "rt" 489 "ungram" "hi"
"2264" "V1" 38 "gug" 14 "c" 10 "convinced" "rt" 521 "ungram" "hi"
"2265" "V1" 39 "gug" 5 "c" 10 "cooked_for" "rt" 1745 "ungram" "hi"
"2266" "V1" 39 "gug" 9 "c" 10 "tipped" "rt" 382 "ungram" "hi"
"2267" "V1" 39 "gug" 10 "d" 10 "instructed" "rt" 2392 "ungram" "lo"
"2268" "V1" 39 "gug" 6 "d" 10 "thanked" "rt" 441 "ungram" "lo"
"2269" "V1" 39 "gug" 14 "d" 10 "convinced" "rt" 641 "ungram" "lo"
"2270" "V1" 39 "gug" 1 "c" 10 "supervised" "rt" 809 "ungram" "hi"
"2271" "V1" 39 "gug" 2 "d" 10 "greeted" "rt" 858 "ungram" "lo"
"2272" "V1" 39 "gug" 13 "c" 10 "berated" "rt" 1721 "ungram" "hi"
"2273" "V1" 4 "gug" 16 "c" 10 "admired" "rt" 585 "ungram" "hi"
"2274" "V1" 4 "gug" 1 "d" 10 "supervised" "rt" 1137 "ungram" "lo"
"2275" "V1" 4 "gug" 4 "c" 10 "annoyed" "rt" 1697 "ungram" "hi"
"2276" "V1" 4 "gug" 8 "c" 10 "surprised" "rt" 921 "ungram" "hi"
"2277" "V1" 4 "gug" 12 "c" 10 "visited" "rt" 3713 "ungram" "hi"
"2278" "V1" 4 "gug" 5 "d" 10 "cooked_for" "rt" 1457 "ungram" "lo"
"2279" "V1" 4 "gug" 13 "d" 10 "berated" "rt" 465 "ungram" "lo"
"2280" "V1" 4 "gug" 9 "d" 10 "tipped" "rt" 3649 "ungram" "lo"
"2281" "V1" 40 "gug" 16 "c" 10 "admired" "rt" 385 "ungram" "hi"
"2282" "V1" 40 "gug" 9 "d" 10 "tipped" "rt" 473 "ungram" "lo"
"2283" "V1" 40 "gug" 8 "c" 10 "surprised" "rt" 545 "ungram" "hi"
"2284" "V1" 40 "gug" 1 "d" 10 "supervised" "rt" 761 "ungram" "lo"
"2285" "V1" 40 "gug" 12 "c" 10 "visited" "rt" 386 "ungram" "hi"
"2286" "V1" 40 "gug" 4 "c" 10 "annoyed" "rt" 649 "ungram" "hi"
"2287" "V1" 40 "gug" 13 "d" 10 "berated" "rt" 689 "ungram" "lo"
"2288" "V1" 40 "gug" 5 "d" 10 "cooked_for" "rt" 529 "ungram" "lo"
"2289" "V1" 41 "gug" 7 "c" 10 "questioned" "rt" 481 "ungram" "hi"
"2290" "V1" 41 "gug" 8 "d" 10 "surprised" "rt" 424 "ungram" "lo"
"2291" "V1" 41 "gug" 15 "c" 10 "hated" "rt" 321 "ungram" "hi"
"2292" "V1" 41 "gug" 11 "c" 10 "annoyed" "rt" 592 "ungram" "hi"
"2293" "V1" 41 "gug" 16 "d" 10 "admired" "rt" 361 "ungram" "lo"
"2294" "V1" 41 "gug" 4 "d" 10 "annoyed" "rt" 353 "ungram" "lo"
"2295" "V1" 41 "gug" 3 "c" 10 "questioned" "rt" 1065 "ungram" "hi"
"2296" "V1" 41 "gug" 12 "d" 10 "visited" "rt" 449 "ungram" "lo"
"2297" "V1" 42 "gug" 11 "d" 10 "annoyed" "rt" 945 "ungram" "lo"
"2298" "V1" 42 "gug" 10 "c" 10 "instructed" "rt" 441 "ungram" "hi"
"2299" "V1" 42 "gug" 15 "d" 10 "hated" "rt" 1833 "ungram" "lo"
"2300" "V1" 42 "gug" 2 "c" 10 "greeted" "rt" 561 "ungram" "hi"
"2301" "V1" 42 "gug" 7 "d" 10 "questioned" "rt" 2385 "ungram" "lo"
"2302" "V1" 42 "gug" 6 "c" 10 "thanked" "rt" 488 "ungram" "hi"
"2303" "V1" 42 "gug" 3 "d" 10 "questioned" "rt" 1681 "ungram" "lo"
"2304" "V1" 42 "gug" 14 "c" 10 "convinced" "rt" 5064 "ungram" "hi"
"2305" "V1" 43 "gug" 1 "c" 10 "supervised" "rt" 457 "ungram" "hi"
"2306" "V1" 43 "gug" 9 "c" 10 "tipped" "rt" 465 "ungram" "hi"
"2307" "V1" 43 "gug" 14 "d" 10 "convinced" "rt" 481 "ungram" "lo"
"2308" "V1" 43 "gug" 5 "c" 10 "cooked_for" "rt" 425 "ungram" "hi"
"2309" "V1" 43 "gug" 13 "c" 10 "berated" "rt" 345 "ungram" "hi"
"2310" "V1" 43 "gug" 2 "d" 10 "greeted" "rt" 465 "ungram" "lo"
"2311" "V1" 43 "gug" 10 "d" 10 "instructed" "rt" 472 "ungram" "lo"
"2312" "V1" 43 "gug" 6 "d" 10 "thanked" "rt" 497 "ungram" "lo"
"2313" "V1" 44 "gug" 8 "c" 10 "surprised" "rt" 513 "ungram" "hi"
"2314" "V1" 44 "gug" 5 "d" 10 "cooked_for" "rt" 633 "ungram" "lo"
"2315" "V1" 44 "gug" 13 "d" 10 "berated" "rt" 1657 "ungram" "lo"
"2316" "V1" 44 "gug" 16 "c" 10 "admired" "rt" 529 "ungram" "hi"
"2317" "V1" 44 "gug" 9 "d" 10 "tipped" "rt" 1169 "ungram" "lo"
"2318" "V1" 44 "gug" 12 "c" 10 "visited" "rt" 426 "ungram" "hi"
"2319" "V1" 44 "gug" 4 "c" 10 "annoyed" "rt" 402 "ungram" "hi"
"2320" "V1" 44 "gug" 1 "d" 10 "supervised" "rt" 457 "ungram" "lo"
"2321" "V1" 45 "gug" 11 "c" 10 "annoyed" "rt" 616 "ungram" "hi"
"2322" "V1" 45 "gug" 16 "d" 10 "admired" "rt" 1593 "ungram" "lo"
"2323" "V1" 45 "gug" 12 "d" 10 "visited" "rt" 753 "ungram" "lo"
"2324" "V1" 45 "gug" 7 "c" 10 "questioned" "rt" 1233 "ungram" "hi"
"2325" "V1" 45 "gug" 15 "c" 10 "hated" "rt" 1073 "ungram" "hi"
"2326" "V1" 45 "gug" 4 "d" 10 "annoyed" "rt" 769 "ungram" "lo"
"2327" "V1" 45 "gug" 8 "d" 10 "surprised" "rt" 881 "ungram" "lo"
"2328" "V1" 45 "gug" 3 "c" 10 "questioned" "rt" 1121 "ungram" "hi"
"2329" "V1" 46 "gug" 2 "c" 10 "greeted" "rt" 642 "ungram" "hi"
"2330" "V1" 46 "gug" 3 "d" 10 "questioned" "rt" 841 "ungram" "lo"
"2331" "V1" 46 "gug" 14 "c" 10 "convinced" "rt" 513 "ungram" "hi"
"2332" "V1" 46 "gug" 11 "d" 10 "annoyed" "rt" 680 "ungram" "lo"
"2333" "V1" 46 "gug" 7 "d" 10 "questioned" "rt" 425 "ungram" "lo"
"2334" "V1" 46 "gug" 6 "c" 10 "thanked" "rt" 497 "ungram" "hi"
"2335" "V1" 46 "gug" 10 "c" 10 "instructed" "rt" 1889 "ungram" "hi"
"2336" "V1" 46 "gug" 15 "d" 10 "hated" "rt" 273 "ungram" "lo"
"2337" "V1" 47 "gug" 2 "d" 10 "greeted" "rt" 529 "ungram" "lo"
"2338" "V1" 47 "gug" 5 "c" 10 "cooked_for" "rt" 385 "ungram" "hi"
"2339" "V1" 47 "gug" 10 "d" 10 "instructed" "rt" 409 "ungram" "lo"
"2340" "V1" 47 "gug" 13 "c" 10 "berated" "rt" 329 "ungram" "hi"
"2341" "V1" 47 "gug" 9 "c" 10 "tipped" "rt" 506 "ungram" "hi"
"2342" "V1" 47 "gug" 6 "d" 10 "thanked" "rt" 393 "ungram" "lo"
"2343" "V1" 47 "gug" 1 "c" 10 "supervised" "rt" 1009 "ungram" "hi"
"2344" "V1" 47 "gug" 14 "d" 10 "convinced" "rt" 329 "ungram" "lo"
"2345" "V1" 48 "gug" 5 "d" 10 "cooked_for" "rt" 729 "ungram" "lo"
"2346" "V1" 48 "gug" 8 "c" 10 "surprised" "rt" 513 "ungram" "hi"
"2347" "V1" 48 "gug" 16 "c" 10 "admired" "rt" 1673 "ungram" "hi"
"2348" "V1" 48 "gug" 9 "d" 10 "tipped" "rt" 657 "ungram" "lo"
"2349" "V1" 48 "gug" 4 "c" 10 "annoyed" "rt" 817 "ungram" "hi"
"2350" "V1" 48 "gug" 13 "d" 10 "berated" "rt" 425 "ungram" "lo"
"2351" "V1" 48 "gug" 12 "c" 10 "visited" "rt" 466 "ungram" "hi"
"2352" "V1" 48 "gug" 1 "d" 10 "supervised" "rt" 345 "ungram" "lo"
"2353" "V1" 49 "gug" 4 "d" 10 "annoyed" "rt" 489 "ungram" "lo"
"2354" "V1" 49 "gug" 15 "c" 10 "hated" "rt" 457 "ungram" "hi"
"2355" "V1" 49 "gug" 8 "d" 10 "surprised" "rt" 481 "ungram" "lo"
"2356" "V1" 49 "gug" 12 "d" 10 "visited" "rt" 545 "ungram" "lo"
"2357" "V1" 49 "gug" 7 "c" 10 "questioned" "rt" 585 "ungram" "hi"
"2358" "V1" 49 "gug" 11 "c" 10 "annoyed" "rt" 401 "ungram" "hi"
"2359" "V1" 49 "gug" 16 "d" 10 "admired" "rt" 881 "ungram" "lo"
"2360" "V1" 49 "gug" 3 "c" 10 "questioned" "rt" 417 "ungram" "hi"
"2361" "V1" 5 "gug" 15 "c" 10 "hated" "rt" 785 "ungram" "hi"
"2362" "V1" 5 "gug" 16 "d" 10 "admired" "rt" 577 "ungram" "lo"
"2363" "V1" 5 "gug" 3 "c" 10 "questioned" "rt" 489 "ungram" "hi"
"2364" "V1" 5 "gug" 7 "c" 10 "questioned" "rt" 441 "ungram" "hi"
"2365" "V1" 5 "gug" 12 "d" 10 "visited" "rt" 577 "ungram" "lo"
"2366" "V1" 5 "gug" 8 "d" 10 "surprised" "rt" 640 "ungram" "lo"
"2367" "V1" 5 "gug" 4 "d" 10 "annoyed" "rt" 426 "ungram" "lo"
"2368" "V1" 5 "gug" 11 "c" 10 "annoyed" "rt" 585 "ungram" "hi"
"2369" "V1" 6 "gug" 15 "d" 10 "hated" "rt" 353 "ungram" "lo"
"2370" "V1" 6 "gug" 2 "c" 10 "greeted" "rt" 265 "ungram" "hi"
"2371" "V1" 6 "gug" 6 "c" 10 "thanked" "rt" 440 "ungram" "hi"
"2372" "V1" 6 "gug" 7 "d" 10 "questioned" "rt" 289 "ungram" "lo"
"2373" "V1" 6 "gug" 11 "d" 10 "annoyed" "rt" 297 "ungram" "lo"
"2374" "V1" 6 "gug" 3 "d" 10 "questioned" "rt" 473 "ungram" "lo"
"2375" "V1" 6 "gug" 10 "c" 10 "instructed" "rt" 265 "ungram" "hi"
"2376" "V1" 6 "gug" 14 "c" 10 "convinced" "rt" 217 "ungram" "hi"
"2377" "V1" 7 "gug" 13 "c" 10 "berated" "rt" 721 "ungram" "hi"
"2378" "V1" 7 "gug" 2 "d" 10 "greeted" "rt" 449 "ungram" "lo"
"2379" "V1" 7 "gug" 6 "d" 10 "thanked" "rt" 449 "ungram" "lo"
"2380" "V1" 7 "gug" 10 "d" 10 "instructed" "rt" 521 "ungram" "lo"
"2381" "V1" 7 "gug" 9 "c" 10 "tipped" "rt" 441 "ungram" "hi"
"2382" "V1" 7 "gug" 1 "c" 10 "supervised" "rt" 409 "ungram" "hi"
"2383" "V1" 7 "gug" 5 "c" 10 "cooked_for" "rt" 609 "ungram" "hi"
"2384" "V1" 7 "gug" 14 "d" 10 "convinced" "rt" 497 "ungram" "lo"
"2385" "V1" 8 "gug" 1 "d" 10 "supervised" "rt" 1161 "ungram" "lo"
"2386" "V1" 8 "gug" 13 "d" 10 "berated" "rt" 1257 "ungram" "lo"
"2387" "V1" 8 "gug" 5 "d" 10 "cooked_for" "rt" 3160 "ungram" "lo"
"2388" "V1" 8 "gug" 9 "d" 10 "tipped" "rt" 1553 "ungram" "lo"
"2389" "V1" 8 "gug" 4 "c" 10 "annoyed" "rt" 345 "ungram" "hi"
"2390" "V1" 8 "gug" 12 "c" 10 "visited" "rt" 3337 "ungram" "hi"
"2391" "V1" 8 "gug" 16 "c" 10 "admired" "rt" 545 "ungram" "hi"
"2392" "V1" 8 "gug" 8 "c" 10 "surprised" "rt" 1904 "ungram" "hi"
"2393" "V1" 9 "gug" 3 "c" 10 "questioned" "rt" 457 "ungram" "hi"
"2394" "V1" 9 "gug" 4 "d" 10 "annoyed" "rt" 306 "ungram" "lo"
"2395" "V1" 9 "gug" 11 "c" 10 "annoyed" "rt" 353 "ungram" "hi"
"2396" "V1" 9 "gug" 12 "d" 10 "visited" "rt" 297 "ungram" "lo"
"2397" "V1" 9 "gug" 16 "d" 10 "admired" "rt" 305 "ungram" "lo"
"2398" "V1" 9 "gug" 15 "c" 10 "hated" "rt" 337 "ungram" "hi"
"2399" "V1" 9 "gug" 8 "d" 10 "surprised" "rt" 305 "ungram" "lo"
"2400" "V1" 9 "gug" 7 "c" 10 "questioned" "rt" 258 "ungram" "hi"
"2401" "V1" 1 "gug" 14 "b" 11 "convinced" "rt" 417 "gram" "lo"
"2402" "V1" 1 "gug" 6 "b" 11 "thanked" "rt" 521 "gram" "lo"
"2403" "V1" 1 "gug" 10 "b" 11 "instructed" "rt" 1265 "gram" "lo"
"2404" "V1" 1 "gug" 13 "a" 11 "berated" "rt" 474 "gram" "hi"
"2405" "V1" 1 "gug" 5 "a" 11 "cooked_for" "rt" 545 "gram" "hi"
"2406" "V1" 1 "gug" 9 "a" 11 "tipped" "rt" 441 "gram" "hi"
"2407" "V1" 1 "gug" 2 "b" 11 "greeted" "rt" 449 "gram" "lo"
"2408" "V1" 1 "gug" 1 "a" 11 "supervised" "rt" 465 "gram" "hi"
"2409" "V1" 10 "gug" 8 "a" 11 "surprised" "rt" 369 "gram" "hi"
"2410" "V1" 10 "gug" 4 "a" 11 "annoyed" "rt" 441 "gram" "hi"
"2411" "V1" 10 "gug" 16 "a" 11 "admired" "rt" 353 "gram" "hi"
"2412" "V1" 10 "gug" 12 "a" 11 "visited" "rt" 561 "gram" "hi"
"2413" "V1" 10 "gug" 13 "b" 11 "berated" "rt" 362 "gram" "lo"
"2414" "V1" 10 "gug" 5 "b" 11 "cooked_for" "rt" 369 "gram" "lo"
"2415" "V1" 10 "gug" 1 "b" 11 "supervised" "rt" 313 "gram" "lo"
"2416" "V1" 10 "gug" 9 "b" 11 "tipped" "rt" 370 "gram" "lo"
"2417" "V1" 11 "gug" 15 "a" 11 "hated" "rt" 1641 "gram" "hi"
"2418" "V1" 11 "gug" 4 "b" 11 "annoyed" "rt" 609 "gram" "lo"
"2419" "V1" 11 "gug" 11 "a" 11 "annoyed" "rt" 1240 "gram" "hi"
"2420" "V1" 11 "gug" 16 "b" 11 "admired" "rt" 449 "gram" "lo"
"2421" "V1" 11 "gug" 12 "b" 11 "visited" "rt" 473 "gram" "lo"
"2422" "V1" 11 "gug" 3 "a" 11 "questioned" "rt" 657 "gram" "hi"
"2423" "V1" 11 "gug" 8 "b" 11 "surprised" "rt" 465 "gram" "lo"
"2424" "V1" 11 "gug" 7 "a" 11 "questioned" "rt" 520 "gram" "hi"
"2425" "V1" 12 "gug" 15 "b" 11 "hated" "rt" 1857 "gram" "lo"
"2426" "V1" 12 "gug" 7 "b" 11 "questioned" "rt" 1017 "gram" "lo"
"2427" "V1" 12 "gug" 2 "a" 11 "greeted" "rt" 1376 "gram" "hi"
