"subject" "participant" "id" "cond" "trial" "response" "GIVEN_ANSWER" "resp" "roi" "FFD" "FFP" "SFD" "FPRT" "RBRT" "TFT" "RPD" "CRPD" "RRT" "RRTP" "RRTR" "RBRC" "TRC" "LPRT" "dist" "pred" "pred.dist" "nopred.dist"
"4390" "20" "fm" 24 "b" 60 7 7 1 1 156 1 156 156 156 156 156 156 0 0 0 0 0 156 1 -1 1 0
"4397" "20" "fm" 23 "c" 62 6 6 1 1 180 1 0 489 489 1109 489 489 620 0 620 0 0 432 -1 1 0 -1
"4404" "20" "fm" 2 "b" 64 7 7 1 1 164 1 164 164 164 164 164 164 0 0 0 0 0 164 1 -1 1 0
"4411" "20" "fm" 30 "a" 66 7 7 1 1 170 1 170 170 170 170 170 170 0 0 0 0 0 170 -1 -1 -1 0
"4418" "20" "fm" 25 "a" 70 6 6 1 1 175 1 0 307 307 307 307 307 0 0 0 0 0 307 -1 -1 -1 0
"4425" "20" "fm" 19 "c" 73 6 6 1 1 178 1 0 309 309 309 309 309 0 0 0 0 0 309 -1 1 0 -1
"4432" "20" "fm" 16 "b" 75 7 7 1 1 163 1 0 774 774 774 774 774 0 0 0 0 0 774 1 -1 0 0
"4439" "20" "fm" 7 "b" 77 6 6 1 1 197 1 0 309 309 309 309 309 0 0 0 0 0 309 1 -1 1 0
"4446" "20" "fm" 22 "d" 80 7 7 1 1 188 1 188 188 188 188 188 188 0 0 0 0 0 188 1 1 0 1
"4453" "20" "fm" 36 "d" 83 7 7 1 1 187 1 0 307 307 524 307 307 217 0 217 0 0 217 1 1 1 1
"4460" "20" "fm" 1 "c" 85 6 6 1 1 156 1 156 156 156 156 156 156 0 0 0 0 0 156 -1 1 1 -1
"4467" "20" "fm" 35 "a" 87 6 6 1 1 164 1 0 536 536 536 536 536 0 0 0 0 0 536 -1 -1 -1 0
"4474" "20" "fm" 18 "d" 90 7 6 0 1 157 1 0 313 313 313 313 313 0 0 0 0 0 313 1 1 0 1
"4481" "20" "fm" 33 "c" 92 6 6 1 1 181 1 0 314 314 314 314 314 0 0 0 0 0 314 -1 1 1 -1
"4488" "20" "fm" 8 "a" 96 7 7 1 1 173 1 173 173 173 173 173 173 0 0 0 0 0 173 -1 -1 -1 0
"4495" "21" "ft" 6 "c" 4 7 7 1 1 26 1 0 405 405 405 405 405 0 0 0 0 0 405 -1 1 0 -1
"4502" "21" "ft" 13 "a" 6 6 6 1 1 165 1 165 165 165 165 165 165 0 0 0 0 0 165 -1 -1 -1 0
"4509" "21" "ft" 12 "b" 9 7 7 1 1 234 1 0 422 422 422 422 422 0 0 0 0 0 422 1 -1 0 0
"4516" "21" "ft" 28 "c" 13 7 7 1 1 664 1 0 1219 1219 1219 1219 1219 0 0 0 0 0 1219 -1 1 0 -1
"4523" "21" "ft" 14 "d" 17 7 7 1 1 455 1 455 455 455 455 455 455 0 0 0 0 0 455 1 1 0 1
"4530" "21" "ft" 10 "d" 19 7 7 1 1 117 1 0 292 292 397 292 292 105 0 105 0 0 105 1 1 0 1
"4537" "21" "ft" 20 "b" 21 7 7 1 1 77 1 0 550 550 550 550 550 0 0 0 0 0 550 1 -1 0 0
"4544" "21" "ft" 11 "c" 27 6 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 1 0 -1
"4551" "21" "ft" 17 "a" 29 6 6 1 1 0 0 0 0 0 270 0 0 270 0 270 0 0 270 -1 -1 -1 0
"4558" "21" "ft" 21 "a" 31 6 6 1 1 526 1 526 526 526 526 526 526 0 0 0 0 0 526 -1 -1 -1 0
"4565" "21" "ft" 31 "d" 33 6 6 1 1 429 1 429 429 429 429 429 429 0 0 0 0 0 429 1 1 0 1
"4572" "21" "ft" 29 "b" 36 6 6 1 1 37 1 0 37 37 337 37 37 300 0 300 0 0 300 1 -1 0 0
"4579" "21" "ft" 27 "d" 39 6 6 1 1 201 1 0 358 358 358 358 358 0 0 0 0 0 358 1 1 0 1
"4586" "21" "ft" 4 "d" 41 6 6 1 1 233 1 0 808 808 808 808 808 0 0 0 0 0 808 1 1 0 1
"4593" "21" "ft" 34 "b" 43 7 7 1 1 32 1 0 255 255 554 255 255 299 0 299 0 0 299 1 -1 0 0
"4600" "21" "ft" 15 "c" 46 6 6 1 1 21 1 0 21 21 288 21 21 267 0 267 0 0 267 -1 1 0 -1
"4607" "21" "ft" 3 "a" 51 6 6 1 1 225 1 0 413 413 413 413 413 0 0 0 0 0 413 -1 -1 -1 0
"4614" "21" "ft" 24 "b" 60 7 7 1 1 0 0 0 0 0 268 0 0 268 0 268 0 0 268 1 -1 1 0
"4621" "21" "ft" 23 "c" 62 6 6 1 1 239 1 0 239 239 1134 239 239 895 0 895 0 0 351 -1 1 1 -1
"4628" "21" "ft" 2 "b" 64 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -1 0 0
"4635" "21" "ft" 30 "a" 66 7 6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 0
"4642" "21" "ft" 25 "a" 70 6 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 0
"4649" "21" "ft" 19 "c" 73 6 6 1 1 196 1 196 196 196 196 196 196 0 0 0 0 0 196 -1 1 0 -1
"4656" "21" "ft" 16 "b" 75 7 7 1 1 0 0 0 0 0 447 0 0 447 0 447 0 0 151 1 -1 0 0
"4663" "21" "ft" 7 "b" 77 6 6 1 1 496 1 496 496 496 496 496 496 0 0 0 0 0 496 1 -1 0 0
"4670" "21" "ft" 22 "d" 80 7 7 1 1 83 1 83 83 83 83 83 83 0 0 0 0 0 83 1 1 1 1
"4677" "21" "ft" 36 "d" 83 7 6 0 1 48 1 0 442 442 442 442 442 0 0 0 0 0 442 1 1 0 1
"4684" "21" "ft" 1 "c" 85 6 6 1 1 257 1 257 257 257 257 257 257 0 0 0 0 0 257 -1 1 1 -1
"4691" "21" "ft" 35 "a" 87 6 6 1 1 56 1 0 762 762 762 762 762 0 0 0 0 0 762 -1 -1 -1 0
"4698" "21" "ft" 18 "d" 90 7 7 1 1 249 1 0 581 581 581 581 581 0 0 0 0 0 581 1 1 0 1
"4705" "21" "ft" 33 "c" 92 6 6 1 1 571 1 571 571 571 571 571 571 0 0 0 0 0 571 -1 1 0 -1
"4712" "21" "ft" 8 "a" 96 7 7 1 1 234 1 0 555 555 555 555 555 0 0 0 0 0 555 -1 -1 -1 0
"4719" "22" "hn" 6 "a" 4 7 6 0 1 203 1 0 392 392 636 392 392 244 0 244 0 0 244 -1 -1 -1 0
"4726" "22" "hn" 13 "c" 6 6 6 1 1 0 0 0 0 0 359 0 0 359 0 359 0 0 359 -1 1 1 -1
"4733" "22" "hn" 12 "d" 9 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1
"4740" "22" "hn" 28 "a" 13 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 0
"4747" "22" "hn" 14 "b" 17 7 6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -1 0 0
"4754" "22" "hn" 10 "b" 19 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -1 1 0
"4761" "22" "hn" 20 "d" 21 7 7 1 1 0 0 0 0 0 98 0 0 98 0 98 0 0 98 1 1 0 1
"4768" "22" "hn" 11 "a" 27 6 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 0
"4775" "22" "hn" 17 "c" 29 6 6 1 1 200 1 200 200 200 200 200 200 0 0 0 0 0 200 -1 1 1 -1
"4782" "22" "hn" 21 "c" 31 6 6 1 1 262 1 262 262 262 262 262 262 0 0 0 0 0 262 -1 1 1 -1
"4789" "22" "hn" 31 "b" 33 6 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -1 0 0
"4796" "22" "hn" 29 "d" 36 6 6 1 1 200 1 0 200 200 550 200 200 350 0 350 0 0 188 1 1 0 1
"4803" "22" "hn" 27 "b" 39 6 6 1 1 239 1 239 239 239 239 239 239 0 0 0 0 0 239 1 -1 0 0
"4810" "22" "hn" 4 "b" 41 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -1 0 0
"4817" "22" "hn" 34 "d" 43 7 7 1 1 0 0 0 0 0 519 0 0 519 0 519 0 0 372 1 1 0 1
"4824" "22" "hn" 15 "a" 46 6 6 1 1 211 1 0 342 342 665 342 342 323 0 323 0 0 323 -1 -1 -1 0
"4831" "22" "hn" 3 "c" 51 6 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 1 0 -1
"4838" "22" "hn" 24 "d" 60 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1
"4845" "22" "hn" 23 "a" 62 6 6 1 1 202 1 0 415 415 2736 415 415 2321 0 2321 0 0 556 -1 -1 -1 0
"4852" "22" "hn" 2 "d" 64 6 7 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1
"4859" "22" "hn" 30 "c" 66 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 1 0 -1
"4866" "22" "hn" 25 "c" 70 6 6 1 1 214 1 214 214 214 214 214 214 0 0 0 0 0 214 -1 1 0 -1
"4873" "22" "hn" 19 "a" 73 6 6 1 1 0 0 0 0 0 512 0 0 512 0 512 0 0 512 -1 -1 -1 0
"4880" "22" "hn" 16 "d" 75 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1
"4887" "22" "hn" 7 "d" 77 6 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1
"4894" "22" "hn" 22 "b" 80 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -1 0 0
"4901" "22" "hn" 36 "b" 83 7 7 1 1 28 1 28 28 28 28 28 28 0 0 0 0 0 28 1 -1 0 0
"4908" "22" "hn" 1 "a" 85 6 6 1 1 233 1 233 233 233 233 233 233 0 0 0 0 0 233 -1 -1 -1 0
"4915" "22" "hn" 35 "c" 87 6 7 0 1 109 1 0 283 283 283 283 283 0 0 0 0 0 283 -1 1 0 -1
"4922" "22" "hn" 18 "b" 90 7 7 1 1 205 1 0 372 372 372 372 372 0 0 0 0 0 372 1 -1 0 0
"4929" "22" "hn" 33 "a" 92 6 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 0
"4936" "22" "hn" 8 "c" 96 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 1 0 -1
"4943" "23" "ik" 6 "d" 4 7 7 1 1 219 1 0 391 391 391 391 391 0 0 0 0 0 391 1 1 0 1
"4950" "23" "ik" 13 "b" 6 6 6 1 1 207 1 207 207 207 207 207 207 0 0 0 0 0 207 1 -1 0 0
"4957" "23" "ik" 12 "c" 9 7 7 1 1 195 1 195 195 195 195 195 195 0 0 0 0 0 195 -1 1 0 -1
"4964" "23" "ik" 28 "d" 13 7 7 1 1 217 1 217 217 217 217 217 217 0 0 0 0 0 217 1 1 0 1
"4971" "23" "ik" 14 "a" 17 7 7 1 1 202 1 0 343 343 343 343 343 0 0 0 0 0 343 -1 -1 -1 0
"4978" "23" "ik" 10 "a" 19 7 7 1 1 222 1 222 222 222 222 222 222 0 0 0 0 0 222 -1 -1 -1 0
"4985" "23" "ik" 20 "c" 21 7 7 1 1 189 1 189 189 189 189 189 189 0 0 0 0 0 189 -1 1 1 -1
"4992" "23" "ik" 11 "d" 27 6 6 1 1 192 1 192 192 192 192 192 192 0 0 0 0 0 192 1 1 1 1
"4999" "23" "ik" 17 "b" 29 6 6 1 1 196 1 0 389 389 389 389 389 0 0 0 0 0 389 1 -1 0 0
"5006" "23" "ik" 21 "b" 31 6 6 1 1 197 1 0 344 344 344 344 344 0 0 0 0 0 344 1 -1 0 0
"5013" "23" "ik" 31 "a" 33 6 6 1 1 199 1 199 199 199 199 199 199 0 0 0 0 0 199 -1 -1 -1 0
"5020" "23" "ik" 29 "c" 36 6 6 1 1 186 1 0 378 378 378 378 378 0 0 0 0 0 378 -1 1 1 -1
"5027" "23" "ik" 27 "a" 39 6 6 1 1 211 1 0 384 384 384 384 384 0 0 0 0 0 384 -1 -1 -1 0
"5034" "23" "ik" 4 "a" 41 7 7 1 1 153 1 153 153 153 153 153 153 0 0 0 0 0 153 -1 -1 -1 0
"5041" "23" "ik" 34 "c" 43 7 7 1 1 183 1 0 319 319 319 319 319 0 0 0 0 0 319 -1 1 0 -1
"5048" "23" "ik" 15 "d" 46 6 6 1 1 204 1 204 204 204 204 204 204 0 0 0 0 0 204 1 1 0 1
"5055" "23" "ik" 3 "b" 51 6 6 1 1 192 1 192 192 192 192 192 192 0 0 0 0 0 192 1 -1 0 0
"5062" "23" "ik" 24 "c" 60 7 7 1 1 243 1 243 243 243 243 243 243 0 0 0 0 0 243 -1 1 1 -1
"5069" "23" "ik" 23 "d" 62 6 6 1 1 192 1 0 354 354 354 354 354 0 0 0 0 0 354 1 1 0 1
"5076" "23" "ik" 2 "c" 64 7 7 1 1 202 1 202 202 202 202 202 202 0 0 0 0 0 202 -1 1 0 -1
"5083" "23" "ik" 30 "b" 66 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -1 1 0
"5090" "23" "ik" 25 "b" 70 6 6 1 1 206 1 206 206 206 206 206 206 0 0 0 0 0 206 1 -1 1 0
"5097" "23" "ik" 19 "d" 73 6 6 1 1 184 1 0 325 325 325 325 325 0 0 0 0 0 325 1 1 0 1
"5104" "23" "ik" 16 "c" 75 7 7 1 1 215 1 215 215 215 215 215 215 0 0 0 0 0 215 -1 1 0 -1
"5111" "23" "ik" 7 "c" 77 6 6 1 1 176 1 0 368 368 368 368 368 0 0 0 0 0 368 -1 1 1 -1
"5118" "23" "ik" 22 "a" 80 7 7 1 1 194 1 194 194 194 194 194 194 0 0 0 0 0 194 -1 -1 -1 0
"5125" "23" "ik" 36 "a" 83 7 7 1 1 193 1 193 193 193 193 193 193 0 0 0 0 0 193 -1 -1 -1 0
"5132" "23" "ik" 1 "d" 85 6 6 1 1 185 1 185 185 185 185 185 185 0 0 0 0 0 185 1 1 0 1
"5139" "23" "ik" 35 "b" 87 6 6 1 1 202 1 0 337 337 337 337 337 0 0 0 0 0 337 1 -1 1 0
"5146" "23" "ik" 18 "a" 90 7 7 1 1 188 1 0 348 348 348 348 348 0 0 0 0 0 348 -1 -1 -1 0
"5153" "23" "ik" 33 "d" 92 7 6 0 1 181 1 181 181 181 181 181 181 0 0 0 0 0 181 1 1 0 1
"5160" "23" "ik" 8 "b" 96 7 7 1 1 178 1 0 329 329 329 329 329 0 0 0 0 0 329 1 -1 0 0
"5167" "24" "it" 6 "d" 4 7 7 1 1 186 1 0 465 465 1369 465 465 904 0 904 0 0 490 1 1 1 1
"5174" "24" "it" 13 "b" 6 6 6 1 1 141 1 0 141 141 288 141 141 147 0 147 0 0 147 1 -1 0 0
"5181" "24" "it" 12 "c" 9 7 7 1 1 180 1 180 180 180 180 180 180 0 0 0 0 0 180 -1 1 0 -1
"5188" "24" "it" 28 "d" 13 7 6 0 1 0 0 0 0 0 224 0 0 224 0 224 0 0 224 1 1 0 1
"5195" "24" "it" 14 "a" 17 7 7 1 1 153 1 0 153 153 352 153 153 199 0 199 0 0 199 -1 -1 -1 0
"5202" "24" "it" 10 "a" 19 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 0
"5209" "24" "it" 20 "c" 21 7 7 1 1 188 1 188 188 188 188 188 188 0 0 0 0 0 188 -1 1 0 -1
"5216" "24" "it" 11 "d" 27 6 6 1 1 171 1 171 171 171 171 171 171 0 0 0 0 0 171 1 1 0 1
"5223" "24" "it" 17 "b" 29 6 6 1 1 176 1 0 571 571 765 571 571 194 0 194 0 0 194 1 -1 0 0
"5230" "24" "it" 21 "b" 31 6 7 0 1 172 1 0 340 340 501 340 340 161 0 161 0 0 161 1 -1 0 0
"5237" "24" "it" 31 "a" 33 6 6 1 1 174 1 174 174 174 174 174 174 0 0 0 0 0 174 -1 -1 -1 0
"5244" "24" "it" 29 "c" 36 6 6 1 1 161 1 0 161 161 278 161 161 117 0 117 0 0 117 -1 1 1 -1
"5251" "24" "it" 27 "a" 39 6 6 1 1 179 1 179 179 179 179 179 179 0 0 0 0 0 179 -1 -1 -1 0
"5258" "24" "it" 4 "a" 41 7 7 1 1 196 1 196 196 196 196 196 196 0 0 0 0 0 196 -1 -1 -1 0
"5265" "24" "it" 34 "c" 43 7 7 1 1 54 1 0 54 54 221 54 54 167 0 167 0 0 167 -1 1 0 -1
"5272" "24" "it" 15 "d" 46 6 6 1 1 155 1 0 346 346 346 346 346 0 0 0 0 0 346 1 1 0 1
"5279" "24" "it" 3 "b" 51 6 6 1 1 174 1 174 174 174 174 174 174 0 0 0 0 0 174 1 -1 1 0
"5286" "24" "it" 24 "c" 60 7 7 1 1 181 1 181 181 181 181 181 181 0 0 0 0 0 181 -1 1 0 -1
"5293" "24" "it" 23 "d" 62 6 6 1 1 178 1 0 368 368 368 368 368 0 0 0 0 0 368 1 1 0 1
"5300" "24" "it" 2 "c" 64 7 7 1 1 179 1 179 179 179 179 179 179 0 0 0 0 0 179 -1 1 0 -1
"5307" "24" "it" 30 "b" 66 7 6 0 1 186 1 186 186 186 186 186 186 0 0 0 0 0 186 1 -1 0 0
"5314" "24" "it" 25 "b" 70 6 6 1 1 183 1 183 183 183 183 183 183 0 0 0 0 0 183 1 -1 1 0
"5321" "24" "it" 19 "d" 73 6 6 1 1 161 1 161 161 161 161 161 161 0 0 0 0 0 161 1 1 0 1
"5328" "24" "it" 16 "c" 75 7 7 1 1 0 0 0 0 0 239 0 0 239 0 239 0 0 239 -1 1 0 -1
"5335" "24" "it" 7 "c" 77 6 6 1 1 163 1 0 352 352 352 352 352 0 0 0 0 0 352 -1 1 0 -1
"5342" "24" "it" 22 "a" 80 7 7 1 1 187 1 187 187 187 187 187 187 0 0 0 0 0 187 -1 -1 -1 0
"5349" "24" "it" 36 "a" 83 7 7 1 1 150 1 150 150 150 150 150 150 0 0 0 0 0 150 -1 -1 -1 0
"5356" "24" "it" 1 "d" 85 6 7 0 1 189 1 189 189 189 189 189 189 0 0 0 0 0 189 1 1 1 1
"5363" "24" "it" 35 "b" 87 6 6 1 1 172 1 0 325 325 325 325 325 0 0 0 0 0 325 1 -1 0 0
"5370" "24" "it" 18 "a" 90 7 7 1 1 185 1 0 414 414 414 414 414 0 0 0 0 0 414 -1 -1 -1 0
"5377" "24" "it" 33 "d" 92 7 6 0 1 166 1 166 166 166 166 166 166 0 0 0 0 0 166 1 1 0 1
"5384" "24" "it" 8 "b" 96 7 7 1 1 158 1 158 158 158 158 158 158 0 0 0 0 0 158 1 -1 0 0
"5391" "25" "ma" 6 "b" 4 7 6 0 1 285 1 285 285 285 285 285 285 0 0 0 0 0 285 1 -1 0 0
"5398" "25" "ma" 13 "d" 6 6 6 1 1 0 0 0 0 0 235 0 0 235 0 235 0 0 235 1 1 0 1
"5405" "25" "ma" 12 "a" 9 7 7 1 1 108 1 108 108 108 108 108 108 0 0 0 0 0 108 -1 -1 -1 0
"5412" "25" "ma" 28 "b" 13 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -1 1 0
"5419" "25" "ma" 14 "c" 17 7 7 1 1 24 1 0 24 24 202 24 24 178 0 178 0 0 178 -1 1 0 -1
"5426" "25" "ma" 10 "c" 19 7 7 1 1 16 1 0 16 16 322 16 16 306 0 306 0 0 115 -1 1 1 -1
"5433" "25" "ma" 20 "a" 21 7 6 0 1 214 1 214 214 214 214 214 214 0 0 0 0 0 214 -1 -1 -1 0
"5440" "25" "ma" 11 "b" 27 6 7 0 1 82 1 0 82 82 300 82 82 218 0 218 0 0 218 1 -1 0 0
"5447" "25" "ma" 17 "d" 29 6 6 1 1 52 1 0 52 52 308 52 52 256 0 256 0 0 256 1 1 1 1
"5454" "25" "ma" 21 "d" 31 6 6 1 1 0 0 0 0 0 441 0 0 441 0 441 0 0 221 1 1 0 1
"5461" "25" "ma" 31 "c" 33 6 6 1 1 0 0 0 0 0 269 0 0 269 0 269 0 0 269 -1 1 1 -1
"5468" "25" "ma" 29 "a" 36 6 6 1 1 104 1 0 104 104 330 104 104 226 0 226 0 0 226 -1 -1 -1 0
"5475" "25" "ma" 27 "c" 39 6 6 1 1 0 0 0 0 0 233 0 0 233 0 233 0 0 233 -1 1 1 -1
"5482" "25" "ma" 4 "c" 41 7 7 1 1 73 1 73 73 73 73 73 73 0 0 0 0 0 73 -1 1 1 -1
"5489" "25" "ma" 34 "a" 43 7 7 1 1 108 1 0 108 108 299 108 108 191 0 191 0 0 191 -1 -1 -1 0
"5496" "25" "ma" 15 "b" 46 6 6 1 1 51 1 0 51 51 258 51 51 207 0 207 0 0 207 1 -1 0 0
"5503" "25" "ma" 3 "d" 51 6 6 1 1 0 0 0 0 0 453 0 0 453 0 453 0 0 240 1 1 0 1
"5510" "25" "ma" 24 "a" 60 7 7 1 1 0 0 0 0 0 228 0 0 228 0 228 0 0 228 -1 -1 -1 0
"5517" "25" "ma" 23 "b" 62 6 6 1 1 194 1 0 194 194 2375 194 194 2181 0 2181 0 0 442 1 -1 0 0
"5524" "25" "ma" 2 "a" 64 7 7 1 1 70 1 70 70 70 70 70 70 0 0 0 0 0 70 -1 -1 -1 0
"5531" "25" "ma" 30 "d" 66 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1
"5538" "25" "ma" 25 "d" 70 6 6 1 1 69 1 69 69 69 69 69 69 0 0 0 0 0 69 1 1 0 1
"5545" "25" "ma" 19 "b" 73 6 6 1 1 235 1 235 235 235 235 235 235 0 0 0 0 0 235 1 -1 0 0
"5552" "25" "ma" 16 "a" 75 7 7 1 1 0 0 0 0 0 252 0 0 252 0 252 0 0 252 -1 -1 -1 0
"5559" "25" "ma" 7 "a" 77 6 6 1 1 227 1 0 227 227 448 227 227 221 0 221 0 0 221 -1 -1 -1 0
"5566" "25" "ma" 22 "c" 80 7 7 1 1 0 0 0 0 0 252 0 0 252 0 252 0 0 252 -1 1 0 -1
"5573" "25" "ma" 36 "c" 83 7 6 0 1 109 1 109 109 109 109 109 109 0 0 0 0 0 109 -1 1 0 -1
"5580" "25" "ma" 1 "b" 85 6 6 1 1 68 1 0 68 68 493 68 68 425 0 425 0 0 230 1 -1 0 0
"5587" "25" "ma" 35 "d" 87 6 6 1 1 200 1 0 200 200 423 200 200 223 0 223 0 0 223 1 1 0 1
"5594" "25" "ma" 18 "c" 90 7 7 1 1 257 1 0 257 257 439 257 257 182 0 182 0 0 182 -1 1 0 -1
"5601" "25" "ma" 33 "b" 92 6 6 1 1 214 1 214 214 214 214 214 214 0 0 0 0 0 214 1 -1 0 0
"5608" "25" "ma" 8 "d" 96 7 7 1 1 232 1 232 232 232 232 232 232 0 0 0 0 0 232 1 1 0 1
"5615" "26" "me" 6 "c" 4 7 7 1 1 0 0 0 0 0 514 0 0 514 0 514 0 0 328 -1 1 0 -1
"5622" "26" "me" 13 "a" 6 6 6 1 1 222 1 0 588 588 588 588 588 0 0 0 0 0 588 -1 -1 -1 0
"5629" "26" "me" 12 "b" 9 7 7 1 1 117 1 0 117 117 293 117 117 176 0 176 0 0 176 1 -1 0 0
"5636" "26" "me" 28 "c" 13 7 7 1 1 198 1 198 198 198 198 198 198 0 0 0 0 0 198 -1 1 1 -1
"5643" "26" "me" 14 "d" 17 7 7 1 1 216 1 0 216 216 544 216 216 328 0 328 0 0 328 1 1 1 1
"5650" "26" "me" 10 "d" 19 7 7 1 1 196 1 196 196 196 196 196 196 0 0 0 0 0 196 1 1 0 1
"5657" "26" "me" 20 "b" 21 7 7 1 1 196 1 0 196 196 1001 196 196 805 0 805 0 0 250 1 -1 0 0
"5664" "26" "me" 11 "c" 27 6 6 1 1 207 1 0 480 480 673 480 480 193 0 193 0 0 193 -1 1 0 -1
"5671" "26" "me" 17 "a" 29 6 6 1 1 200 1 0 498 498 498 498 498 0 0 0 0 0 498 -1 -1 -1 0
"5678" "26" "me" 21 "a" 31 6 7 0 1 209 1 0 530 530 885 530 530 355 0 355 0 0 355 -1 -1 -1 0
"5685" "26" "me" 31 "d" 33 6 6 1 1 0 0 0 0 0 222 0 0 222 0 222 0 0 222 1 1 0 1
"5692" "26" "me" 29 "b" 36 6 6 1 1 201 1 0 201 201 791 201 201 590 0 590 0 0 352 1 -1 1 0
"5699" "26" "me" 27 "d" 39 6 6 1 1 77 1 0 77 77 438 77 77 361 0 361 0 0 361 1 1 0 1
"5706" "26" "me" 4 "d" 41 6 6 1 1 201 1 0 362 362 1303 362 362 941 0 941 0 0 422 1 1 1 1
"5713" "26" "me" 34 "b" 43 7 7 1 1 194 1 0 451 451 918 451 451 467 0 467 0 0 181 1 -1 0 0
"5720" "26" "me" 15 "c" 46 6 6 1 1 202 1 0 384 384 784 384 384 400 0 400 0 0 224 -1 1 0 -1
"5727" "26" "me" 3 "a" 51 6 6 1 1 216 1 0 604 604 960 604 604 356 0 356 0 0 356 -1 -1 -1 0
"5734" "26" "me" 24 "b" 60 7 7 1 1 414 1 0 861 861 1564 861 861 703 0 703 0 0 703 1 -1 0 0
"5741" "26" "me" 23 "c" 62 6 6 1 1 279 1 0 828 828 1617 828 828 789 0 789 0 0 602 -1 1 0 -1
"5748" "26" "me" 2 "b" 64 7 7 1 1 204 1 0 476 476 476 476 476 0 0 0 0 0 476 1 -1 1 0
"5755" "26" "me" 30 "a" 66 7 6 0 1 192 1 0 460 460 742 460 460 282 0 282 0 0 282 -1 -1 -1 0
"5762" "26" "me" 25 "a" 70 6 6 1 1 210 1 0 210 210 403 210 210 193 0 193 0 0 193 -1 -1 -1 0
"5769" "26" "me" 19 "c" 73 6 6 1 1 207 1 0 390 390 390 390 390 0 0 0 0 0 390 -1 1 0 -1
"5776" "26" "me" 16 "b" 75 7 7 1 1 201 1 0 825 825 1379 825 825 554 0 554 0 0 222 1 -1 0 0
"5783" "26" "me" 7 "b" 77 6 6 1 1 198 1 0 393 393 616 393 393 223 0 223 0 0 223 1 -1 1 0
"5790" "26" "me" 22 "d" 80 7 7 1 1 208 1 208 208 208 208 208 208 0 0 0 0 0 208 1 1 0 1
"5797" "26" "me" 36 "d" 83 7 7 1 1 203 1 0 390 390 876 390 390 486 0 486 0 0 181 1 1 1 1
"5804" "26" "me" 1 "c" 85 6 6 1 1 211 1 211 211 211 211 211 211 0 0 0 0 0 211 -1 1 1 -1
"5811" "26" "me" 35 "a" 87 6 7 0 1 223 1 0 389 389 501 389 389 112 0 112 0 0 112 -1 -1 -1 0
"5818" "26" "me" 18 "d" 90 7 6 0 1 215 1 0 439 439 439 439 439 0 0 0 0 0 439 1 1 0 1
"5825" "26" "me" 33 "c" 92 6 6 1 1 287 1 0 287 287 586 287 287 299 0 299 0 0 299 -1 1 0 -1
"5832" "26" "me" 8 "a" 96 7 6 0 1 149 1 0 149 149 488 149 149 339 0 339 0 0 339 -1 -1 -1 0
"5839" "27" "mh" 6 "b" 4 7 7 1 1 171 1 0 308 308 450 308 308 142 0 142 0 0 142 1 -1 0 0
"5846" "27" "mh" 13 "d" 6 6 6 1 1 164 1 164 164 164 164 164 164 0 0 0 0 0 164 1 1 0 1
"5853" "27" "mh" 12 "a" 9 7 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 0
"5860" "27" "mh" 28 "b" 13 7 7 1 1 50 1 50 50 50 50 50 50 0 0 0 0 0 50 1 -1 0 0
"5867" "27" "mh" 14 "c" 17 7 7 1 1 81 1 0 81 81 177 81 81 96 0 96 0 0 96 -1 1 0 -1
