"subj" "item" "cond" "pos" "resp" "rt" "roi"
"29442" 22 12 "a" "2" "-" 446 "precrit"
"29443" 22 12 "a" "3" "-" 483 "precrit"
"29444" 22 12 "a" "4" "-" 479 "crit"
"29445" 22 12 "a" "5" "-" 546 "postcrit"
"29446" 22 12 "a" "6" "-" 501 "post"
"29447" 22 12 "a" "7" "-" 425 "post"
"29448" 22 12 "a" "8" "-" 597 "post"
"29449" 22 12 "a" "?" "1" 3492 NA
"29459" 22 8 "a" "0" "-" 855 "predep"
"29460" 22 8 "a" "1" "-" 685 "dep"
"29461" 22 8 "a" "2" "-" 547 "precrit"
"29462" 22 8 "a" "3" "-" 436 "precrit"
"29463" 22 8 "a" "4" "-" 442 "crit"
"29464" 22 8 "a" "5" "-" 436 "postcrit"
"29465" 22 8 "a" "6" "-" 462 "post"
"29466" 22 8 "a" "7" "-" 772 "post"
"29467" 22 8 "a" "8" "-" 720 "post"
"29468" 22 8 "a" "9" "-" 744 "post"
"29469" 22 8 "a" "?" "1" 2072 NA
"29481" 22 36 "a" "0" "-" 644 "predep"
"29482" 22 36 "a" "1" "-" 1010 "dep"
"29483" 22 36 "a" "2" "-" 522 "precrit"
"29484" 22 36 "a" "3" "-" 1376 "precrit"
"29485" 22 36 "a" "4" "-" 849 "crit"
"29486" 22 36 "a" "5" "-" 498 "postcrit"
"29487" 22 36 "a" "6" "-" 450 "post"
"29488" 22 36 "a" "7" "-" 652 "post"
"29489" 22 36 "a" "8" "-" 597 "post"
"29490" 22 36 "a" "9" "-" 804 "post"
"29491" 22 36 "a" "?" "1" 2323 NA
"29532" 22 18 "c" "0" "-" 639 "predep"
"29533" 22 18 "c" "1" "-" 455 "dep"
"29534" 22 18 "c" "2" "-" 482 "precrit"
"29535" 22 18 "c" "3" "-" 695 "precrit"
"29536" 22 18 "c" "4" "-" 780 "crit"
"29537" 22 18 "c" "5" "-" 516 "postcrit"
"29538" 22 18 "c" "6" "-" 788 "post"
"29539" 22 18 "c" "7" "-" 542 "post"
"29540" 22 18 "c" "8" "-" 731 "post"
"29541" 22 18 "c" "9" "-" 624 "post"
"29542" 22 18 "c" "?" "1" 3105 NA
"29556" 22 10 "c" "0" "-" 448 "predep"
"29557" 22 10 "c" "1" "-" 582 "dep"
"29558" 22 10 "c" "2" "-" 511 "precrit"
"29559" 22 10 "c" "3" "-" 572 "precrit"
"29560" 22 10 "c" "4" "-" 876 "crit"
"29561" 22 10 "c" "5" "-" 579 "postcrit"
"29562" 22 10 "c" "6" "-" 519 "post"
"29563" 22 10 "c" "7" "-" 567 "post"
"29564" 22 10 "c" "8" "-" 440 "post"
"29565" 22 10 "c" "9" "-" 1299 "post"
"29566" 22 10 "c" "?" "1" 1447 NA
"29641" 22 29 "b" "0" "-" 417 "predep"
"29642" 22 29 "b" "1" "-" 780 "dep"
"29643" 22 29 "b" "2" "-" 476 "precrit"
"29644" 22 29 "b" "3" "-" 474 "precrit"
"29645" 22 29 "b" "4" "-" 519 "precrit"
"29646" 22 29 "b" "5" "-" 701 "precrit"
"29647" 22 29 "b" "6" "-" 502 "precrit"
"29648" 22 29 "b" "7" "-" 731 "precrit"
"29649" 22 29 "b" "8" "-" 506 "crit"
"29650" 22 29 "b" "9" "-" 775 "postcrit"
"29651" 22 29 "b" "10" "-" 681 "post"
"29652" 22 29 "b" "11" "-" 691 "post"
"29653" 22 29 "b" "12" "-" 743 "post"
"29654" 22 29 "b" "?" "0" 1849 NA
"29775" 23 29 "c" "0" "-" 503 "predep"
"29776" 23 29 "c" "1" "-" 538 "dep"
"29777" 23 29 "c" "2" "-" 421 "precrit"
"29778" 23 29 "c" "3" "-" 398 "precrit"
"29779" 23 29 "c" "4" "-" 1266 "crit"
"29780" 23 29 "c" "5" "-" 510 "postcrit"
"29781" 23 29 "c" "6" "-" 491 "post"
"29782" 23 29 "c" "7" "-" 489 "post"
"29783" 23 29 "c" "8" "-" 498 "post"
"29784" 23 29 "c" "9" "-" 399 "post"
"29785" 23 29 "c" "?" "1" 2899 NA
"29857" 23 14 "d" "0" "-" 1357 "predep"
"29858" 23 14 "d" "1" "-" 401 "dep"
"29859" 23 14 "d" "2" "-" 541 "precrit"
"29860" 23 14 "d" "3" "-" 426 "precrit"
"29861" 23 14 "d" "4" "-" 1038 "precrit"
"29862" 23 14 "d" "5" "-" 844 "precrit"
"29863" 23 14 "d" "6" "-" 408 "precrit"
"29864" 23 14 "d" "7" "-" 699 "precrit"
"29865" 23 14 "d" "8" "-" 998 "crit"
"29866" 23 14 "d" "9" "-" 533 "postcrit"
"29867" 23 14 "d" "10" "-" 402 "post"
"29868" 23 14 "d" "11" "-" 424 "post"
"29869" 23 14 "d" "12" "-" 513 "post"
"29870" 23 14 "d" "13" "-" 733 "post"
"29871" 23 14 "d" "?" "1" 3553 NA
"29903" 23 32 "b" "0" "-" 504 "predep"
"29904" 23 32 "b" "1" "-" 369 "dep"
"29905" 23 32 "b" "2" "-" 422 "precrit"
"29906" 23 32 "b" "3" "-" 558 "precrit"
"29907" 23 32 "b" "4" "-" 489 "precrit"
"29908" 23 32 "b" "5" "-" 470 "precrit"
"29909" 23 32 "b" "6" "-" 1067 "precrit"
"29910" 23 32 "b" "7" "-" 479 "precrit"
"29911" 23 32 "b" "8" "-" 1012 "crit"
"29912" 23 32 "b" "9" "-" 493 "postcrit"
"29913" 23 32 "b" "10" "-" 422 "post"
"29914" 23 32 "b" "11" "-" 472 "post"
"29915" 23 32 "b" "12" "-" 622 "post"
"29916" 23 32 "b" "13" "-" 676 "post"
"29917" 23 32 "b" "?" "1" 2672 NA
"29948" 23 11 "a" "0" "-" 1250 "predep"
"29949" 23 11 "a" "1" "-" 626 "dep"
"29950" 23 11 "a" "2" "-" 558 "precrit"
"29951" 23 11 "a" "3" "-" 560 "precrit"
"29952" 23 11 "a" "4" "-" 457 "crit"
"29953" 23 11 "a" "5" "-" 543 "postcrit"
"29954" 23 11 "a" "6" "-" 535 "post"
"29955" 23 11 "a" "7" "-" 572 "post"
"29956" 23 11 "a" "8" "-" 438 "post"
"29957" 23 11 "a" "9" "-" 1134 "post"
"29958" 23 11 "a" "?" "1" 4624 NA
"29979" 23 6 "d" "0" "-" 1099 "predep"
"29980" 23 6 "d" "1" "-" 1123 "dep"
"29981" 23 6 "d" "2" "-" 556 "precrit"
"29982" 23 6 "d" "3" "-" 630 "precrit"
"29983" 23 6 "d" "4" "-" 653 "precrit"
"29984" 23 6 "d" "5" "-" 418 "precrit"
"29985" 23 6 "d" "6" "-" 530 "precrit"
"29986" 23 6 "d" "7" "-" 539 "precrit"
"29987" 23 6 "d" "8" "-" 548 "precrit"
"29988" 23 6 "d" "9" "-" 541 "crit"
"29989" 23 6 "d" "10" "-" 603 "postcrit"
"29990" 23 6 "d" "11" "-" 465 "post"
"29991" 23 6 "d" "12" "-" 493 "post"
"29992" 23 6 "d" "13" "-" 531 "post"
"29993" 23 6 "d" "14" "-" 928 "post"
"29994" 23 6 "d" "?" "1" 3010 NA
"30036" 23 15 "a" "0" "-" 865 "predep"
"30037" 23 15 "a" "1" "-" 478 "dep"
"30038" 23 15 "a" "2" "-" 482 "precrit"
"30039" 23 15 "a" "3" "-" 444 "precrit"
"30040" 23 15 "a" "4" "-" 728 "crit"
"30041" 23 15 "a" "5" "-" 441 "postcrit"
"30042" 23 15 "a" "6" "-" 424 "post"
"30043" 23 15 "a" "7" "-" 485 "post"
"30044" 23 15 "a" "8" "-" 426 "post"
"30045" 23 15 "a" "9" "-" 495 "post"
"30046" 23 15 "a" "10" "-" 387 "post"
"30047" 23 15 "a" "11" "-" 728 "post"
"30048" 23 15 "a" "12" "-" 417 "post"
"30049" 23 15 "a" "?" "1" 3021 NA
"30069" 23 10 "d" "0" "-" 797 "predep"
"30070" 23 10 "d" "1" "-" 589 "dep"
"30071" 23 10 "d" "2" "-" 690 "precrit"
"30072" 23 10 "d" "3" "-" 706 "precrit"
"30073" 23 10 "d" "4" "-" 788 "precrit"
"30074" 23 10 "d" "5" "-" 652 "precrit"
"30075" 23 10 "d" "6" "-" 612 "precrit"
"30076" 23 10 "d" "7" "-" 955 "precrit"
"30077" 23 10 "d" "8" "-" 1060 "crit"
"30078" 23 10 "d" "9" "-" 628 "postcrit"
"30079" 23 10 "d" "10" "-" 577 "post"
"30080" 23 10 "d" "11" "-" 533 "post"
"30081" 23 10 "d" "12" "-" 581 "post"
"30082" 23 10 "d" "13" "-" 554 "post"
"30083" 23 10 "d" "14" "-" 769 "post"
"30084" 23 10 "d" "?" "1" 2012 NA
"30117" 23 30 "d" "0" "-" 435 "predep"
"30118" 23 30 "d" "1" "-" 661 "dep"
"30119" 23 30 "d" "2" "-" 476 "precrit"
"30120" 23 30 "d" "3" "-" 797 "precrit"
"30121" 23 30 "d" "4" "-" 1200 "precrit"
"30122" 23 30 "d" "5" "-" 987 "precrit"
"30123" 23 30 "d" "6" "-" 931 "precrit"
"30124" 23 30 "d" "7" "-" 747 "precrit"
"30125" 23 30 "d" "8" "-" 765 "crit"
"30126" 23 30 "d" "9" "-" 487 "postcrit"
"30127" 23 30 "d" "10" "-" 907 "post"
"30128" 23 30 "d" "11" "-" 551 "post"
"30129" 23 30 "d" "12" "-" 598 "post"
"30130" 23 30 "d" "?" "1" 3585 NA
"30143" 23 24 "b" "0" "-" 1192 "predep"
"30144" 23 24 "b" "1" "-" 473 "dep"
"30145" 23 24 "b" "2" "-" 407 "precrit"
"30146" 23 24 "b" "3" "-" 477 "precrit"
"30147" 23 24 "b" "4" "-" 827 "precrit"
"30148" 23 24 "b" "5" "-" 535 "precrit"
"30149" 23 24 "b" "6" "-" 496 "precrit"
"30150" 23 24 "b" "7" "-" 413 "precrit"
"30151" 23 24 "b" "8" "-" 961 "crit"
"30152" 23 24 "b" "9" "-" 516 "postcrit"
"30153" 23 24 "b" "10" "-" 407 "post"
"30154" 23 24 "b" "11" "-" 519 "post"
"30155" 23 24 "b" "12" "-" 639 "post"
"30156" 23 24 "b" "?" "1" 2468 NA
"30199" 23 8 "b" "0" "-" 590 "predep"
"30200" 23 8 "b" "1" "-" 911 "dep"
"30201" 23 8 "b" "2" "-" 412 "precrit"
"30202" 23 8 "b" "3" "-" 946 "precrit"
"30203" 23 8 "b" "4" "-" 708 "precrit"
"30204" 23 8 "b" "5" "-" 607 "precrit"
"30205" 23 8 "b" "6" "-" 509 "precrit"
"30206" 23 8 "b" "7" "-" 433 "precrit"
"30207" 23 8 "b" "8" "-" 746 "crit"
"30208" 23 8 "b" "9" "-" 483 "postcrit"
"30209" 23 8 "b" "10" "-" 442 "post"
"30210" 23 8 "b" "11" "-" 786 "post"
"30211" 23 8 "b" "12" "-" 505 "post"
"30212" 23 8 "b" "13" "-" 552 "post"
"30213" 23 8 "b" "14" "-" 631 "post"
"30214" 23 8 "b" "?" "1" 4511 NA
"30233" 23 33 "c" "0" "-" 633 "predep"
"30234" 23 33 "c" "1" "-" 577 "dep"
"30235" 23 33 "c" "2" "-" 872 "precrit"
"30236" 23 33 "c" "3" "-" 1021 "precrit"
"30237" 23 33 "c" "4" "-" 1294 "crit"
"30238" 23 33 "c" "5" "-" 469 "postcrit"
"30239" 23 33 "c" "6" "-" 618 "post"
"30240" 23 33 "c" "7" "-" 367 "post"
"30241" 23 33 "c" "8" "-" 480 "post"
"30242" 23 33 "c" "9" "-" 385 "post"
"30243" 23 33 "c" "?" "1" 3789 NA
"30315" 23 13 "c" "0" "-" 979 "predep"
"30316" 23 13 "c" "1" "-" 802 "dep"
"30317" 23 13 "c" "2" "-" 542 "precrit"
"30318" 23 13 "c" "3" "-" 458 "precrit"
"30319" 23 13 "c" "4" "-" 1199 "crit"
"30320" 23 13 "c" "5" "-" 394 "postcrit"
"30321" 23 13 "c" "6" "-" 474 "post"
"30322" 23 13 "c" "7" "-" 754 "post"
"30323" 23 13 "c" "8" "-" 1380 "post"
"30324" 23 13 "c" "?" "1" 2171 NA
"30362" 23 21 "c" "0" "-" 1290 "predep"
"30363" 23 21 "c" "1" "-" 723 "dep"
"30364" 23 21 "c" "2" "-" 569 "precrit"
"30365" 23 21 "c" "3" "-" 770 "precrit"
"30366" 23 21 "c" "4" "-" 1505 "crit"
"30367" 23 21 "c" "5" "-" 495 "postcrit"
"30368" 23 21 "c" "6" "-" 889 "post"
"30369" 23 21 "c" "7" "-" 962 "post"
"30370" 23 21 "c" "8" "-" 1143 "post"
"30371" 23 21 "c" "?" "1" 3172 NA
"30405" 23 9 "c" "0" "-" 618 "predep"
"30406" 23 9 "c" "1" "-" 449 "dep"
"30407" 23 9 "c" "2" "-" 501 "precrit"
"30408" 23 9 "c" "3" "-" 630 "precrit"
"30409" 23 9 "c" "4" "-" 503 "crit"
"30410" 23 9 "c" "5" "-" 449 "postcrit"
"30411" 23 9 "c" "6" "-" 769 "post"
"30412" 23 9 "c" "7" "-" 702 "post"
"30413" 23 9 "c" "8" "-" 478 "post"
"30414" 23 9 "c" "9" "-" 1620 "post"
"30415" 23 9 "c" "?" "1" 3911 NA
"30435" 23 3 "a" "0" "-" 1435 "predep"
"30436" 23 3 "a" "1" "-" 715 "dep"
"30437" 23 3 "a" "2" "-" 409 "precrit"
"30438" 23 3 "a" "3" "-" 398 "precrit"
"30439" 23 3 "a" "4" "-" 403 "crit"
"30440" 23 3 "a" "5" "-" 602 "postcrit"
"30441" 23 3 "a" "6" "-" 802 "post"
"30442" 23 3 "a" "7" "-" 623 "post"
"30443" 23 3 "a" "8" "-" 930 "post"
"30444" 23 3 "a" "9" "-" 496 "post"
"30445" 23 3 "a" "10" "-" 912 "post"
"30446" 23 3 "a" "?" "1" 3095 NA
"30478" 23 36 "b" "0" "-" 489 "predep"
"30479" 23 36 "b" "1" "-" 563 "dep"
"30480" 23 36 "b" "2" "-" 454 "precrit"
"30481" 23 36 "b" "3" "-" 415 "precrit"
"30482" 23 36 "b" "4" "-" 525 "precrit"
"30483" 23 36 "b" "5" "-" 520 "precrit"
"30484" 23 36 "b" "6" "-" 430 "precrit"
"30485" 23 36 "b" "7" "-" 500 "precrit"
"30486" 23 36 "b" "8" "-" 767 "crit"
"30487" 23 36 "b" "9" "-" 456 "postcrit"
"30488" 23 36 "b" "10" "-" 377 "post"
"30489" 23 36 "b" "11" "-" 520 "post"
"30490" 23 36 "b" "12" "-" 514 "post"
"30491" 23 36 "b" "13" "-" 576 "post"
"30492" 23 36 "b" "?" "1" 2481 NA
"30512" 23 7 "a" "0" "-" 733 "predep"
"30513" 23 7 "a" "1" "-" 576 "dep"
"30514" 23 7 "a" "2" "-" 501 "precrit"
"30515" 23 7 "a" "3" "-" 646 "precrit"
"30516" 23 7 "a" "4" "-" 648 "crit"
"30517" 23 7 "a" "5" "-" 447 "postcrit"
"30518" 23 7 "a" "6" "-" 604 "post"
"30519" 23 7 "a" "7" "-" 445 "post"
"30520" 23 7 "a" "8" "-" 787 "post"
"30521" 23 7 "a" "9" "-" 1565 "post"
"30522" 23 7 "a" "?" "1" 2746 NA
"30540" 23 22 "d" "0" "-" 514 "predep"
"30541" 23 22 "d" "1" "-" 920 "dep"
"30542" 23 22 "d" "2" "-" 372 "precrit"
"30543" 23 22 "d" "3" "-" 459 "precrit"
"30544" 23 22 "d" "4" "-" 360 "precrit"
"30545" 23 22 "d" "5" "-" 410 "precrit"
"30546" 23 22 "d" "6" "-" 407 "precrit"
"30547" 23 22 "d" "7" "-" 359 "precrit"
"30548" 23 22 "d" "8" "-" 545 "crit"
"30549" 23 22 "d" "9" "-" 471 "postcrit"
"30550" 23 22 "d" "10" "-" 440 "post"
"30551" 23 22 "d" "11" "-" 405 "post"
"30552" 23 22 "d" "12" "-" 430 "post"
"30553" 23 22 "d" "13" "-" 406 "post"
"30554" 23 22 "d" "14" "-" 590 "post"
"30555" 23 22 "d" "15" "-" 451 "post"
"30556" 23 22 "d" "16" "-" 445 "post"
"30557" 23 22 "d" "?" "1" 3375 NA
"30567" 23 2 "d" "0" "-" 630 "predep"
"30568" 23 2 "d" "1" "-" 508 "dep"
"30569" 23 2 "d" "2" "-" 371 "precrit"
"30570" 23 2 "d" "3" "-" 395 "precrit"
"30571" 23 2 "d" "4" "-" 392 "precrit"
"30572" 23 2 "d" "5" "-" 452 "precrit"
"30573" 23 2 "d" "6" "-" 412 "precrit"
"30574" 23 2 "d" "7" "-" 583 "precrit"
"30575" 23 2 "d" "8" "-" 424 "crit"
"30576" 23 2 "d" "9" "-" 868 "postcrit"
"30577" 23 2 "d" "10" "-" 577 "post"
"30578" 23 2 "d" "11" "-" 483 "post"
"30579" 23 2 "d" "12" "-" 760 "post"
"30580" 23 2 "d" "?" "1" 2261 NA
"30601" 23 27 "a" "0" "-" 478 "predep"
"30602" 23 27 "a" "1" "-" 521 "dep"
"30603" 23 27 "a" "2" "-" 423 "precrit"
"30604" 23 27 "a" "3" "-" 419 "precrit"
"30605" 23 27 "a" "4" "-" 419 "crit"
"30606" 23 27 "a" "5" "-" 391 "postcrit"
"30607" 23 27 "a" "6" "-" 437 "post"
"30608" 23 27 "a" "7" "-" 442 "post"
"30609" 23 27 "a" "8" "-" 430 "post"
"30610" 23 27 "a" "9" "-" 739 "post"
"30611" 23 27 "a" "?" "1" 2134 NA
"30643" 23 12 "b" "0" "-" 483 "predep"
"30644" 23 12 "b" "1" "-" 888 "dep"
"30645" 23 12 "b" "2" "-" 470 "precrit"
"30646" 23 12 "b" "3" "-" 383 "precrit"
"30647" 23 12 "b" "4" "-" 637 "precrit"
"30648" 23 12 "b" "5" "-" 454 "precrit"
"30649" 23 12 "b" "6" "-" 588 "precrit"
"30650" 23 12 "b" "7" "-" 462 "precrit"
"30651" 23 12 "b" "8" "-" 483 "crit"
"30652" 23 12 "b" "9" "-" 559 "postcrit"
"30653" 23 12 "b" "10" "-" 461 "post"
"30654" 23 12 "b" "11" "-" 490 "post"
"30655" 23 12 "b" "12" "-" 770 "post"
"30656" 23 12 "b" "?" "1" 4523 NA
"30693" 23 35 "a" "0" "-" 641 "predep"
"30694" 23 35 "a" "1" "-" 680 "dep"
"30695" 23 35 "a" "2" "-" 733 "precrit"
"30696" 23 35 "a" "3" "-" 809 "precrit"
"30697" 23 35 "a" "4" "-" 1031 "crit"
"30698" 23 35 "a" "5" "-" 418 "postcrit"
"30699" 23 35 "a" "6" "-" 404 "post"
"30700" 23 35 "a" "7" "-" 468 "post"
"30701" 23 35 "a" "8" "-" 469 "post"
"30702" 23 35 "a" "9" "-" 424 "post"
"30703" 23 35 "a" "10" "-" 434 "post"
"30704" 23 35 "a" "11" "-" 420 "post"
"30705" 23 35 "a" "12" "-" 394 "post"
"30706" 23 35 "a" "?" "1" 2036 NA
"30737" 23 28 "b" "0" "-" 404 "predep"
"30738" 23 28 "b" "1" "-" 719 "dep"
"30739" 23 28 "b" "2" "-" 456 "precrit"
"30740" 23 28 "b" "3" "-" 442 "precrit"
"30741" 23 28 "b" "4" "-" 631 "precrit"
"30742" 23 28 "b" "5" "-" 700 "precrit"
"30743" 23 28 "b" "6" "-" 434 "precrit"
"30744" 23 28 "b" "7" "-" 1111 "precrit"
"30745" 23 28 "b" "8" "-" 758 "crit"
"30746" 23 28 "b" "9" "-" 407 "postcrit"
"30747" 23 28 "b" "10" "-" 406 "post"
"30748" 23 28 "b" "11" "-" 419 "post"
"30749" 23 28 "b" "12" "-" 449 "post"
"30750" 23 28 "b" "13" "-" 486 "post"
"30751" 23 28 "b" "14" "-" 465 "post"
"30752" 23 28 "b" "15" "-" 494 "post"
"30753" 23 28 "b" "16" "-" 426 "post"
"30754" 23 28 "b" "?" "1" 1703 NA
"30764" 23 23 "a" "0" "-" 313 "predep"
"30765" 23 23 "a" "1" "-" 676 "dep"
"30766" 23 23 "a" "2" "-" 378 "precrit"
"30767" 23 23 "a" "3" "-" 376 "precrit"
"30768" 23 23 "a" "4" "-" 431 "crit"
"30769" 23 23 "a" "5" "-" 382 "postcrit"
"30770" 23 23 "a" "6" "-" 403 "post"
"30771" 23 23 "a" "7" "-" 448 "post"
"30772" 23 23 "a" "8" "-" 461 "post"
"30773" 23 23 "a" "9" "-" 469 "post"
"30774" 23 23 "a" "10" "-" 1273 "post"
"30775" 23 23 "a" "11" "-" 1101 "post"
"30776" 23 23 "a" "12" "-" 428 "post"
"30777" 23 23 "a" "13" "-" 502 "post"
"30778" 23 23 "a" "14" "-" 606 "post"
"30779" 23 23 "a" "?" "1" 1594 NA
"30811" 23 5 "c" "0" "-" 431 "predep"
"30812" 23 5 "c" "1" "-" 616 "dep"
"30813" 23 5 "c" "2" "-" 412 "precrit"
"30814" 23 5 "c" "3" "-" 587 "precrit"
"30815" 23 5 "c" "4" "-" 748 "crit"
"30816" 23 5 "c" "5" "-" 379 "postcrit"
"30817" 23 5 "c" "6" "-" 488 "post"
"30818" 23 5 "c" "7" "-" 429 "post"
"30819" 23 5 "c" "8" "-" 438 "post"
"30820" 23 5 "c" "9" "-" 411 "post"
"30821" 23 5 "c" "10" "-" 549 "post"
"30822" 23 5 "c" "11" "-" 503 "post"
"30823" 23 5 "c" "12" "-" 414 "post"
"30824" 23 5 "c" "?" "1" 2485 NA
"30847" 23 20 "b" "0" "-" 418 "predep"
"30848" 23 20 "b" "1" "-" 557 "dep"
"30849" 23 20 "b" "2" "-" 450 "precrit"
"30850" 23 20 "b" "3" "-" 535 "precrit"
"30851" 23 20 "b" "4" "-" 466 "precrit"
"30852" 23 20 "b" "5" "-" 575 "precrit"
"30853" 23 20 "b" "6" "-" 412 "precrit"
"30854" 23 20 "b" "7" "-" 461 "precrit"
"30855" 23 20 "b" "8" "-" 555 "crit"
"30856" 23 20 "b" "9" "-" 449 "postcrit"
"30857" 23 20 "b" "10" "-" 547 "post"
"30858" 23 20 "b" "11" "-" 407 "post"
"30859" 23 20 "b" "12" "-" 422 "post"
"30860" 23 20 "b" "13" "-" 573 "post"
"30861" 23 20 "b" "14" "-" 414 "post"
"30862" 23 20 "b" "?" "1" 2310 NA
"30876" 23 25 "c" "0" "-" 321 "predep"
"30877" 23 25 "c" "1" "-" 558 "dep"
"30878" 23 25 "c" "2" "-" 387 "precrit"
"30879" 23 25 "c" "3" "-" 396 "precrit"
"30880" 23 25 "c" "4" "-" 472 "crit"
"30881" 23 25 "c" "5" "-" 381 "postcrit"
"30882" 23 25 "c" "6" "-" 460 "post"
"30883" 23 25 "c" "7" "-" 411 "post"
"30884" 23 25 "c" "8" "-" 418 "post"
"30885" 23 25 "c" "9" "-" 458 "post"
"30886" 23 25 "c" "10" "-" 531 "post"
"30887" 23 25 "c" "?" "1" 2075 NA
"30898" 23 1 "c" "0" "-" 675 "predep"
"30899" 23 1 "c" "1" "-" 901 "dep"
"30900" 23 1 "c" "2" "-" 430 "precrit"
"30901" 23 1 "c" "3" "-" 441 "precrit"
"30902" 23 1 "c" "4" "-" 582 "crit"
"30903" 23 1 "c" "5" "-" 475 "postcrit"
"30904" 23 1 "c" "6" "-" 432 "post"
"30905" 23 1 "c" "7" "-" 417 "post"
"30906" 23 1 "c" "8" "-" 585 "post"
"30907" 23 1 "c" "?" "1" 1534 NA
"30919" 23 18 "d" "0" "-" 700 "predep"
"30920" 23 18 "d" "1" "-" 675 "dep"
"30921" 23 18 "d" "2" "-" 338 "precrit"
"30922" 23 18 "d" "3" "-" 446 "precrit"
"30923" 23 18 "d" "4" "-" 403 "precrit"
"30924" 23 18 "d" "5" "-" 420 "precrit"
"30925" 23 18 "d" "6" "-" 406 "precrit"
"30926" 23 18 "d" "7" "-" 378 "precrit"
"30927" 23 18 "d" "8" "-" 935 "crit"
"30928" 23 18 "d" "9" "-" 447 "postcrit"
"30929" 23 18 "d" "10" "-" 353 "post"
"30930" 23 18 "d" "11" "-" 437 "post"
"30931" 23 18 "d" "12" "-" 371 "post"
"30932" 23 18 "d" "13" "-" 860 "post"
"30933" 23 18 "d" "?" "1" 1541 NA
"30964" 23 4 "b" "0" "-" 528 "predep"
"30965" 23 4 "b" "1" "-" 1275 "dep"
"30966" 23 4 "b" "2" "-" 505 "precrit"
"30967" 23 4 "b" "3" "-" 509 "precrit"
"30968" 23 4 "b" "4" "-" 707 "precrit"
"30969" 23 4 "b" "5" "-" 404 "precrit"
"30970" 23 4 "b" "6" "-" 340 "precrit"
"30971" 23 4 "b" "7" "-" 361 "precrit"
"30972" 23 4 "b" "8" "-" 368 "crit"
"30973" 23 4 "b" "9" "-" 487 "postcrit"
"30974" 23 4 "b" "10" "-" 449 "post"
"30975" 23 4 "b" "11" "-" 410 "post"
"30976" 23 4 "b" "12" "-" 469 "post"
"30977" 23 4 "b" "?" "1" 1371 NA
"30989" 23 26 "d" "0" "-" 439 "predep"
"30990" 23 26 "d" "1" "-" 410 "dep"
"30991" 23 26 "d" "2" "-" 475 "precrit"
"30992" 23 26 "d" "3" "-" 575 "precrit"
"30993" 23 26 "d" "4" "-" 409 "precrit"
"30994" 23 26 "d" "5" "-" 432 "precrit"
"30995" 23 26 "d" "6" "-" 419 "precrit"
"30996" 23 26 "d" "7" "-" 412 "precrit"
"30997" 23 26 "d" "8" "-" 390 "precrit"
"30998" 23 26 "d" "9" "-" 418 "crit"
"30999" 23 26 "d" "10" "-" 471 "postcrit"
"31000" 23 26 "d" "11" "-" 421 "post"
"31001" 23 26 "d" "12" "-" 703 "post"
"31002" 23 26 "d" "13" "-" 454 "post"
"31003" 23 26 "d" "14" "-" 480 "post"
"31004" 23 26 "d" "15" "-" 474 "post"
"31005" 23 26 "d" "?" "1" 1710 NA
"31049" 23 16 "b" "0" "-" 407 "predep"
"31050" 23 16 "b" "1" "-" 450 "dep"
"31051" 23 16 "b" "2" "-" 395 "precrit"
"31052" 23 16 "b" "3" "-" 429 "precrit"
"31053" 23 16 "b" "4" "-" 387 "precrit"
"31054" 23 16 "b" "5" "-" 352 "precrit"
"31055" 23 16 "b" "6" "-" 318 "precrit"
"31056" 23 16 "b" "7" "-" 393 "precrit"
"31057" 23 16 "b" "8" "-" 424 "crit"
"31058" 23 16 "b" "9" "-" 400 "postcrit"
"31059" 23 16 "b" "10" "-" 396 "post"
"31060" 23 16 "b" "11" "-" 403 "post"
"31061" 23 16 "b" "12" "-" 1042 "post"
"31062" 23 16 "b" "?" "1" 2463 NA
"31071" 23 19 "a" "0" "-" 650 "predep"
"31072" 23 19 "a" "1" "-" 830 "dep"
"31073" 23 19 "a" "2" "-" 486 "precrit"
"31074" 23 19 "a" "3" "-" 525 "precrit"
"31075" 23 19 "a" "4" "-" 502 "crit"
"31076" 23 19 "a" "5" "-" 427 "postcrit"
"31077" 23 19 "a" "6" "-" 392 "post"
"31078" 23 19 "a" "7" "-" 478 "post"
"31079" 23 19 "a" "8" "-" 690 "post"
"31080" 23 19 "a" "?" "1" 1516 NA
"31092" 23 17 "c" "0" "-" 516 "predep"
"31093" 23 17 "c" "1" "-" 613 "dep"
"31094" 23 17 "c" "2" "-" 451 "precrit"
"31095" 23 17 "c" "3" "-" 372 "precrit"
"31096" 23 17 "c" "4" "-" 356 "crit"
"31097" 23 17 "c" "5" "-" 443 "postcrit"
"31098" 23 17 "c" "6" "-" 366 "post"
"31099" 23 17 "c" "7" "-" 370 "post"
"31100" 23 17 "c" "8" "-" 386 "post"
"31101" 23 17 "c" "9" "-" 454 "post"
"31102" 23 17 "c" "10" "-" 593 "post"
"31103" 23 17 "c" "?" "1" 2402 NA
"31165" 23 34 "d" "0" "-" 560 "predep"
"31166" 23 34 "d" "1" "-" 416 "dep"
"31167" 23 34 "d" "2" "-" 418 "precrit"
"31168" 23 34 "d" "3" "-" 749 "precrit"
"31169" 23 34 "d" "4" "-" 480 "precrit"
"31170" 23 34 "d" "5" "-" 446 "precrit"
"31171" 23 34 "d" "6" "-" 408 "precrit"
"31172" 23 34 "d" "7" "-" 446 "precrit"
