"subj" "item" "cond" "pos" "resp" "rt" "roi"
"1893" 5 26 "b" "4" "-" 668 "precrit"
"1894" 5 26 "b" "5" "-" 756 "precrit"
"1895" 5 26 "b" "6" "-" 710 "precrit"
"1896" 5 26 "b" "7" "-" 598 "precrit"
"1897" 5 26 "b" "8" "-" 674 "crit"
"1898" 5 26 "b" "9" "-" 609 "postcrit"
"1899" 5 26 "b" "10" "-" 761 "post"
"1900" 5 26 "b" "11" "-" 685 "post"
"1901" 5 26 "b" "12" "-" 752 "post"
"1902" 5 26 "b" "?" "1" 1817 NA
"1931" 5 2 "b" "0" "-" 528 "predep"
"1932" 5 2 "b" "1" "-" 608 "dep"
"1933" 5 2 "b" "2" "-" 717 "precrit"
"1934" 5 2 "b" "3" "-" 614 "precrit"
"1935" 5 2 "b" "4" "-" 777 "precrit"
"1936" 5 2 "b" "5" "-" 952 "precrit"
"1937" 5 2 "b" "6" "-" 794 "precrit"
"1938" 5 2 "b" "7" "-" 804 "precrit"
"1939" 5 2 "b" "8" "-" 910 "crit"
"1940" 5 2 "b" "9" "-" 668 "postcrit"
"1941" 5 2 "b" "10" "-" 575 "post"
"1942" 5 2 "b" "11" "-" 580 "post"
"1943" 5 2 "b" "12" "-" 632 "post"
"1944" 5 2 "b" "13" "-" 679 "post"
"1945" 5 2 "b" "14" "-" 975 "post"
"1946" 5 2 "b" "?" "1" 2570 NA
"1977" 5 10 "b" "0" "-" 1081 "predep"
"1978" 5 10 "b" "1" "-" 705 "dep"
"1979" 5 10 "b" "2" "-" 977 "precrit"
"1980" 5 10 "b" "3" "-" 715 "precrit"
"1981" 5 10 "b" "4" "-" 924 "precrit"
"1982" 5 10 "b" "5" "-" 838 "precrit"
"1983" 5 10 "b" "6" "-" 687 "precrit"
"1984" 5 10 "b" "7" "-" 923 "precrit"
"1985" 5 10 "b" "8" "-" 655 "crit"
"1986" 5 10 "b" "9" "-" 753 "postcrit"
"1987" 5 10 "b" "10" "-" 875 "post"
"1988" 5 10 "b" "11" "-" 858 "post"
"1989" 5 10 "b" "12" "-" 629 "post"
"1990" 5 10 "b" "?" "1" 5096 NA
"2003" 5 1 "a" "0" "-" 533 "predep"
"2004" 5 1 "a" "1" "-" 776 "dep"
"2005" 5 1 "a" "2" "-" 742 "precrit"
"2006" 5 1 "a" "3" "-" 756 "precrit"
"2007" 5 1 "a" "4" "-" 1009 "crit"
"2008" 5 1 "a" "5" "-" 893 "postcrit"
"2009" 5 1 "a" "6" "-" 859 "post"
"2010" 5 1 "a" "7" "-" 946 "post"
"2011" 5 1 "a" "8" "-" 1837 "post"
"2012" 5 1 "a" "?" "1" 1898 NA
"2025" 5 4 "d" "0" "-" 556 "predep"
"2026" 5 4 "d" "1" "-" 701 "dep"
"2027" 5 4 "d" "2" "-" 942 "precrit"
"2028" 5 4 "d" "3" "-" 829 "precrit"
"2029" 5 4 "d" "4" "-" 1457 "precrit"
"2030" 5 4 "d" "5" "-" 1088 "precrit"
"2031" 5 4 "d" "6" "-" 645 "precrit"
"2032" 5 4 "d" "7" "-" 714 "precrit"
"2033" 5 4 "d" "8" "-" 905 "crit"
"2034" 5 4 "d" "9" "-" 946 "postcrit"
"2035" 5 4 "d" "10" "-" 863 "post"
"2036" 5 4 "d" "11" "-" 1151 "post"
"2037" 5 4 "d" "?" "1" 3844 NA
"2049" 5 12 "d" "0" "-" 550 "predep"
"2050" 5 12 "d" "1" "-" 709 "dep"
"2051" 5 12 "d" "2" "-" 757 "precrit"
"2052" 5 12 "d" "3" "-" 921 "precrit"
"2053" 5 12 "d" "4" "-" 723 "precrit"
"2054" 5 12 "d" "5" "-" 1533 "precrit"
"2055" 5 12 "d" "6" "-" 687 "precrit"
"2056" 5 12 "d" "7" "-" 884 "precrit"
"2057" 5 12 "d" "8" "-" 825 "crit"
"2058" 5 12 "d" "9" "-" 804 "postcrit"
"2059" 5 12 "d" "10" "-" 905 "post"
"2060" 5 12 "d" "11" "-" 1001 "post"
"2061" 5 12 "d" "12" "-" 684 "post"
"2062" 5 12 "d" "13" "-" 1072 "post"
"2063" 5 12 "d" "?" "1" 3019 NA
"2075" 5 19 "c" "0" "-" 520 "predep"
"2076" 5 19 "c" "1" "-" 1352 "dep"
"2077" 5 19 "c" "2" "-" 1044 "precrit"
"2078" 5 19 "c" "3" "-" 908 "precrit"
"2079" 5 19 "c" "4" "-" 1005 "crit"
"2080" 5 19 "c" "5" "-" 646 "postcrit"
"2081" 5 19 "c" "6" "-" 970 "post"
"2082" 5 19 "c" "7" "-" 796 "post"
"2083" 5 19 "c" "8" "-" 1104 "post"
"2084" 5 19 "c" "9" "-" 841 "post"
"2085" 5 19 "c" "10" "-" 975 "post"
"2086" 5 19 "c" "11" "-" 996 "post"
"2087" 5 19 "c" "?" "1" 2772 NA
"2099" 5 8 "d" "0" "-" 760 "predep"
"2100" 5 8 "d" "1" "-" 1186 "dep"
"2101" 5 8 "d" "2" "-" 685 "precrit"
"2102" 5 8 "d" "3" "-" 1098 "precrit"
"2103" 5 8 "d" "4" "-" 962 "precrit"
"2104" 5 8 "d" "5" "-" 826 "precrit"
"2105" 5 8 "d" "6" "-" 786 "precrit"
"2106" 5 8 "d" "7" "-" 788 "precrit"
"2107" 5 8 "d" "8" "-" 1311 "crit"
"2108" 5 8 "d" "9" "-" 1061 "postcrit"
"2109" 5 8 "d" "10" "-" 756 "post"
"2110" 5 8 "d" "11" "-" 1690 "post"
"2111" 5 8 "d" "12" "-" 929 "post"
"2112" 5 8 "d" "13" "-" 1214 "post"
"2113" 5 8 "d" "?" "1" 4134 NA
"2144" 5 5 "a" "0" "-" 672 "predep"
"2145" 5 5 "a" "1" "-" 711 "dep"
"2146" 5 5 "a" "2" "-" 727 "precrit"
"2147" 5 5 "a" "3" "-" 1038 "precrit"
"2148" 5 5 "a" "4" "-" 935 "crit"
"2149" 5 5 "a" "5" "-" 679 "postcrit"
"2150" 5 5 "a" "6" "-" 841 "post"
"2151" 5 5 "a" "7" "-" 1035 "post"
"2152" 5 5 "a" "8" "-" 733 "post"
"2153" 5 5 "a" "9" "-" 1315 "post"
"2154" 5 5 "a" "?" "1" 4190 NA
"2177" 5 20 "d" "0" "-" 722 "predep"
"2178" 5 20 "d" "1" "-" 661 "dep"
"2179" 5 20 "d" "2" "-" 712 "precrit"
"2180" 5 20 "d" "3" "-" 836 "precrit"
"2181" 5 20 "d" "4" "-" 1250 "precrit"
"2182" 5 20 "d" "5" "-" 1219 "precrit"
"2183" 5 20 "d" "6" "-" 562 "precrit"
"2184" 5 20 "d" "7" "-" 630 "precrit"
"2185" 5 20 "d" "8" "-" 702 "crit"
"2186" 5 20 "d" "9" "-" 1189 "postcrit"
"2187" 5 20 "d" "10" "-" 710 "post"
"2188" 5 20 "d" "11" "-" 751 "post"
"2189" 5 20 "d" "12" "-" 689 "post"
"2190" 5 20 "d" "13" "-" 856 "post"
"2191" 5 20 "d" "?" "1" 2688 NA
"2228" 5 32 "d" "0" "-" 849 "predep"
"2229" 5 32 "d" "1" "-" 1026 "dep"
"2230" 5 32 "d" "2" "-" 614 "precrit"
"2231" 5 32 "d" "3" "-" 575 "precrit"
"2232" 5 32 "d" "4" "-" 711 "precrit"
"2233" 5 32 "d" "5" "-" 650 "precrit"
"2234" 5 32 "d" "6" "-" 643 "precrit"
"2235" 5 32 "d" "7" "-" 981 "precrit"
"2236" 5 32 "d" "8" "-" 882 "crit"
"2237" 5 32 "d" "9" "-" 636 "postcrit"
"2238" 5 32 "d" "10" "-" 668 "post"
"2239" 5 32 "d" "11" "-" 579 "post"
"2240" 5 32 "d" "12" "-" 625 "post"
"2241" 5 32 "d" "?" "1" 5348 NA
"2268" 5 35 "c" "0" "-" 1160 "predep"
"2269" 5 35 "c" "1" "-" 822 "dep"
"2270" 5 35 "c" "2" "-" 741 "precrit"
"2271" 5 35 "c" "3" "-" 1148 "precrit"
"2272" 5 35 "c" "4" "-" 3736 "crit"
"2273" 5 35 "c" "5" "-" 619 "postcrit"
"2274" 5 35 "c" "6" "-" 562 "post"
"2275" 5 35 "c" "7" "-" 567 "post"
"2276" 5 35 "c" "8" "-" 578 "post"
"2277" 5 35 "c" "9" "-" 617 "post"
"2278" 5 35 "c" "?" "1" 4275 NA
"2289" 5 34 "b" "0" "-" 432 "predep"
"2290" 5 34 "b" "1" "-" 918 "dep"
"2291" 5 34 "b" "2" "-" 525 "precrit"
"2292" 5 34 "b" "3" "-" 564 "precrit"
"2293" 5 34 "b" "4" "-" 526 "precrit"
"2294" 5 34 "b" "5" "-" 479 "precrit"
"2295" 5 34 "b" "6" "-" 565 "precrit"
"2296" 5 34 "b" "7" "-" 622 "precrit"
"2297" 5 34 "b" "8" "-" 1097 "crit"
"2298" 5 34 "b" "9" "-" 613 "postcrit"
"2299" 5 34 "b" "10" "-" 876 "post"
"2300" 5 34 "b" "11" "-" 700 "post"
"2301" 5 34 "b" "12" "-" 764 "post"
"2302" 5 34 "b" "13" "-" 942 "post"
"2303" 5 34 "b" "14" "-" 1140 "post"
"2304" 5 34 "b" "?" "1" 2564 NA
"2367" 5 7 "c" "0" "-" 1346 "predep"
"2368" 5 7 "c" "1" "-" 705 "dep"
"2369" 5 7 "c" "2" "-" 820 "precrit"
"2370" 5 7 "c" "3" "-" 1046 "precrit"
"2371" 5 7 "c" "4" "-" 1295 "crit"
"2372" 5 7 "c" "5" "-" 665 "postcrit"
"2373" 5 7 "c" "6" "-" 889 "post"
"2374" 5 7 "c" "7" "-" 4061 "post"
"2375" 5 7 "c" "8" "-" 569 "post"
"2376" 5 7 "c" "9" "-" 588 "post"
"2377" 5 7 "c" "10" "-" 567 "post"
"2378" 5 7 "c" "?" "1" 8415 NA
"2398" 5 23 "c" "0" "-" 263 "predep"
"2399" 5 23 "c" "1" "-" 2517 "dep"
"2400" 5 23 "c" "2" "-" 706 "precrit"
"2401" 5 23 "c" "3" "-" 1146 "precrit"
"2402" 5 23 "c" "4" "-" 1562 "crit"
"2403" 5 23 "c" "5" "-" 961 "postcrit"
"2404" 5 23 "c" "6" "-" 700 "post"
"2405" 5 23 "c" "7" "-" 873 "post"
"2406" 5 23 "c" "8" "-" 936 "post"
"2407" 5 23 "c" "9" "-" 980 "post"
"2408" 5 23 "c" "10" "-" 1084 "post"
"2409" 5 23 "c" "11" "-" 1866 "post"
"2410" 5 23 "c" "12" "-" 647 "post"
"2411" 5 23 "c" "13" "-" 773 "post"
"2412" 5 23 "c" "14" "-" 859 "post"
"2413" 5 23 "c" "?" "1" 3572 NA
"2446" 5 36 "d" "0" "-" 514 "predep"
"2447" 5 36 "d" "1" "-" 1389 "dep"
"2448" 5 36 "d" "2" "-" 642 "precrit"
"2449" 5 36 "d" "3" "-" 841 "precrit"
"2450" 5 36 "d" "4" "-" 732 "precrit"
"2451" 5 36 "d" "5" "-" 1500 "precrit"
"2452" 5 36 "d" "6" "-" 613 "precrit"
"2453" 5 36 "d" "7" "-" 608 "precrit"
"2454" 5 36 "d" "8" "-" 728 "crit"
"2455" 5 36 "d" "9" "-" 669 "postcrit"
"2456" 5 36 "d" "10" "-" 667 "post"
"2457" 5 36 "d" "11" "-" 732 "post"
"2458" 5 36 "d" "12" "-" 616 "post"
"2459" 5 36 "d" "13" "-" 955 "post"
"2460" 5 36 "d" "?" "1" 3051 NA
"2492" 5 14 "b" "0" "-" 677 "predep"
"2493" 5 14 "b" "1" "-" 1466 "dep"
"2494" 5 14 "b" "2" "-" 608 "precrit"
"2495" 5 14 "b" "3" "-" 653 "precrit"
"2496" 5 14 "b" "4" "-" 1051 "precrit"
"2497" 5 14 "b" "5" "-" 760 "precrit"
"2498" 5 14 "b" "6" "-" 657 "precrit"
"2499" 5 14 "b" "7" "-" 616 "precrit"
"2500" 5 14 "b" "8" "-" 740 "crit"
"2501" 5 14 "b" "9" "-" 607 "postcrit"
"2502" 5 14 "b" "10" "-" 584 "post"
"2503" 5 14 "b" "11" "-" 698 "post"
"2504" 5 14 "b" "12" "-" 795 "post"
"2505" 5 14 "b" "13" "-" 541 "post"
"2506" 5 14 "b" "14" "-" 861 "post"
"2507" 5 14 "b" "15" "-" 551 "post"
"2508" 5 14 "b" "?" "1" 2888 NA
"2543" 5 6 "b" "0" "-" 526 "predep"
"2544" 5 6 "b" "1" "-" 976 "dep"
"2545" 5 6 "b" "2" "-" 860 "precrit"
"2546" 5 6 "b" "3" "-" 1049 "precrit"
"2547" 5 6 "b" "4" "-" 681 "precrit"
"2548" 5 6 "b" "5" "-" 738 "precrit"
"2549" 5 6 "b" "6" "-" 615 "precrit"
"2550" 5 6 "b" "7" "-" 1534 "precrit"
"2551" 5 6 "b" "8" "-" 1005 "crit"
"2552" 5 6 "b" "9" "-" 771 "postcrit"
"2553" 5 6 "b" "10" "-" 631 "post"
"2554" 5 6 "b" "11" "-" 612 "post"
"2555" 5 6 "b" "?" "0" 3291 NA
"2585" 5 33 "a" "0" "-" 973 "predep"
"2586" 5 33 "a" "1" "-" 1311 "dep"
"2587" 5 33 "a" "2" "-" 1080 "precrit"
"2588" 5 33 "a" "3" "-" 1080 "precrit"
"2589" 5 33 "a" "4" "-" 1132 "crit"
"2590" 5 33 "a" "5" "-" 976 "postcrit"
"2591" 5 33 "a" "6" "-" 1463 "post"
"2592" 5 33 "a" "7" "-" 1514 "post"
"2593" 5 33 "a" "8" "-" 1122 "post"
"2594" 5 33 "a" "?" "0" 8243 NA
"2651" 5 13 "a" "0" "-" 643 "predep"
"2652" 5 13 "a" "1" "-" 962 "dep"
"2653" 5 13 "a" "2" "-" 795 "precrit"
"2654" 5 13 "a" "3" "-" 847 "precrit"
"2655" 5 13 "a" "4" "-" 845 "crit"
"2656" 5 13 "a" "5" "-" 859 "postcrit"
"2657" 5 13 "a" "6" "-" 856 "post"
"2658" 5 13 "a" "7" "-" 657 "post"
"2659" 5 13 "a" "8" "-" 818 "post"
"2660" 5 13 "a" "9" "-" 926 "post"
"2661" 5 13 "a" "10" "-" 969 "post"
"2662" 5 13 "a" "11" "-" 1692 "post"
"2663" 5 13 "a" "?" "1" 3251 NA
"2674" 5 27 "c" "0" "-" 559 "predep"
"2675" 5 27 "c" "1" "-" 659 "dep"
"2676" 5 27 "c" "2" "-" 1049 "precrit"
"2677" 5 27 "c" "3" "-" 729 "precrit"
"2678" 5 27 "c" "4" "-" 627 "crit"
"2679" 5 27 "c" "5" "-" 670 "postcrit"
"2680" 5 27 "c" "6" "-" 809 "post"
"2681" 5 27 "c" "7" "-" 669 "post"
"2682" 5 27 "c" "8" "-" 2075 "post"
"2683" 5 27 "c" "9" "-" 828 "post"
"2684" 5 27 "c" "10" "-" 723 "post"
"2685" 5 27 "c" "?" "1" 2700 NA
"2716" 5 25 "a" "0" "-" 1592 "predep"
"2717" 5 25 "a" "1" "-" 786 "dep"
"2718" 5 25 "a" "2" "-" 594 "precrit"
"2719" 5 25 "a" "3" "-" 955 "precrit"
"2720" 5 25 "a" "4" "-" 893 "crit"
"2721" 5 25 "a" "5" "-" 751 "postcrit"
"2722" 5 25 "a" "6" "-" 825 "post"
"2723" 5 25 "a" "7" "-" 776 "post"
"2724" 5 25 "a" "8" "-" 629 "post"
"2725" 5 25 "a" "?" "0" 10286 NA
"2793" 5 17 "a" "0" "-" 477 "predep"
"2794" 5 17 "a" "1" "-" 1116 "dep"
"2795" 5 17 "a" "2" "-" 637 "precrit"
"2796" 5 17 "a" "3" "-" 773 "precrit"
"2797" 5 17 "a" "4" "-" 1125 "crit"
"2798" 5 17 "a" "5" "-" 645 "postcrit"
"2799" 5 17 "a" "6" "-" 749 "post"
"2800" 5 17 "a" "7" "-" 1359 "post"
"2801" 5 17 "a" "8" "-" 683 "post"
"2802" 5 17 "a" "9" "-" 592 "post"
"2803" 5 17 "a" "10" "-" 974 "post"
"2804" 5 17 "a" "?" "1" 3197 NA
"2814" 5 21 "a" "0" "-" 551 "predep"
"2815" 5 21 "a" "1" "-" 1012 "dep"
"2816" 5 21 "a" "2" "-" 821 "precrit"
"2817" 5 21 "a" "3" "-" 885 "precrit"
"2818" 5 21 "a" "4" "-" 1056 "crit"
"2819" 5 21 "a" "5" "-" 722 "postcrit"
"2820" 5 21 "a" "6" "-" 1063 "post"
"2821" 5 21 "a" "7" "-" 769 "post"
"2822" 5 21 "a" "8" "-" 802 "post"
"2823" 5 21 "a" "9" "-" 1391 "post"
"2824" 5 21 "a" "?" "1" 12179 NA
"2834" 5 9 "a" "0" "-" 435 "predep"
"2835" 5 9 "a" "1" "-" 879 "dep"
"2836" 5 9 "a" "2" "-" 658 "precrit"
"2837" 5 9 "a" "3" "-" 631 "precrit"
"2838" 5 9 "a" "4" "-" 694 "crit"
"2839" 5 9 "a" "5" "-" 1773 "postcrit"
"2840" 5 9 "a" "6" "-" 991 "post"
"2841" 5 9 "a" "7" "-" 759 "post"
"2842" 5 9 "a" "8" "-" 638 "post"
"2843" 5 9 "a" "9" "-" 1490 "post"
"2844" 5 9 "a" "10" "-" 593 "post"
"2845" 5 9 "a" "11" "-" 849 "post"
"2846" 5 9 "a" "12" "-" 848 "post"
"2847" 5 9 "a" "13" "-" 1027 "post"
"2848" 5 9 "a" "?" "1" 4844 NA
"2862" 5 15 "c" "0" "-" 585 "predep"
"2863" 5 15 "c" "1" "-" 715 "dep"
"2864" 5 15 "c" "2" "-" 710 "precrit"
"2865" 5 15 "c" "3" "-" 688 "precrit"
"2866" 5 15 "c" "4" "-" 602 "precrit"
"2867" 5 15 "c" "5" "-" 750 "crit"
"2868" 5 15 "c" "6" "-" 980 "postcrit"
"2869" 5 15 "c" "7" "-" 693 "post"
"2870" 5 15 "c" "8" "-" 836 "post"
"2871" 5 15 "c" "9" "-" 778 "post"
"2872" 5 15 "c" "10" "-" 653 "post"
"2873" 5 15 "c" "11" "-" 555 "post"
"2874" 5 15 "c" "12" "-" 592 "post"
"2875" 5 15 "c" "13" "-" 665 "post"
"2876" 5 15 "c" "?" "1" 3938 NA
"2887" 5 24 "d" "0" "-" 560 "predep"
"2888" 5 24 "d" "1" "-" 537 "dep"
"2889" 5 24 "d" "2" "-" 552 "precrit"
"2890" 5 24 "d" "3" "-" 543 "precrit"
"2891" 5 24 "d" "4" "-" 1242 "precrit"
"2892" 5 24 "d" "5" "-" 819 "precrit"
"2893" 5 24 "d" "6" "-" 795 "precrit"
"2894" 5 24 "d" "7" "-" 536 "precrit"
"2895" 5 24 "d" "8" "-" 480 "crit"
"2896" 5 24 "d" "9" "-" 497 "postcrit"
"2897" 5 24 "d" "10" "-" 593 "post"
"2898" 5 24 "d" "11" "-" 689 "post"
"2899" 5 24 "d" "12" "-" 1590 "post"
"2900" 5 24 "d" "?" "1" 5496 NA
"2923" 5 30 "b" "0" "-" 553 "predep"
"2924" 5 30 "b" "1" "-" 463 "dep"
"2925" 5 30 "b" "2" "-" 686 "precrit"
"2926" 5 30 "b" "3" "-" 769 "precrit"
"2927" 5 30 "b" "4" "-" 1114 "precrit"
"2928" 5 30 "b" "5" "-" 802 "precrit"
"2929" 5 30 "b" "6" "-" 915 "precrit"
"2930" 5 30 "b" "7" "-" 723 "precrit"
"2931" 5 30 "b" "8" "-" 888 "crit"
"2932" 5 30 "b" "9" "-" 1276 "postcrit"
"2933" 5 30 "b" "10" "-" 957 "post"
"2934" 5 30 "b" "11" "-" 569 "post"
"2935" 5 30 "b" "12" "-" 551 "post"
"2936" 5 30 "b" "13" "-" 878 "post"
"2937" 5 30 "b" "14" "-" 668 "post"
"2938" 5 30 "b" "15" "-" 589 "post"
"2939" 5 30 "b" "16" "-" 754 "post"
"2940" 5 30 "b" "17" "-" 2826 "post"
"2941" 5 30 "b" "?" "0" 23858 NA
"2969" 5 28 "d" "0" "-" 740 "predep"
"2970" 5 28 "d" "1" "-" 779 "dep"
"2971" 5 28 "d" "2" "-" 837 "precrit"
"2972" 5 28 "d" "3" "-" 908 "precrit"
"2973" 5 28 "d" "4" "-" 1190 "precrit"
"2974" 5 28 "d" "5" "-" 674 "precrit"
"2975" 5 28 "d" "6" "-" 646 "precrit"
"2976" 5 28 "d" "7" "-" 942 "precrit"
"2977" 5 28 "d" "8" "-" 1139 "crit"
"2978" 5 28 "d" "9" "-" 786 "postcrit"
"2979" 5 28 "d" "10" "-" 728 "post"
"2980" 5 28 "d" "11" "-" 1312 "post"
"2981" 5 28 "d" "12" "-" 1151 "post"
"2982" 5 28 "d" "13" "-" 1544 "post"
"2983" 5 28 "d" "?" "1" 5706 NA
"3014" 5 18 "b" "0" "-" 395 "predep"
"3015" 5 18 "b" "1" "-" 1734 "dep"
"3016" 5 18 "b" "2" "-" 636 "precrit"
"3017" 5 18 "b" "3" "-" 544 "precrit"
"3018" 5 18 "b" "4" "-" 1108 "precrit"
"3019" 5 18 "b" "5" "-" 608 "precrit"
"3020" 5 18 "b" "6" "-" 688 "precrit"
"3021" 5 18 "b" "7" "-" 603 "precrit"
"3022" 5 18 "b" "8" "-" 558 "crit"
"3023" 5 18 "b" "9" "-" 733 "postcrit"
"3024" 5 18 "b" "10" "-" 563 "post"
"3025" 5 18 "b" "11" "-" 587 "post"
"3026" 5 18 "b" "12" "-" 523 "post"
"3027" 5 18 "b" "13" "-" 553 "post"
"3028" 5 18 "b" "14" "-" 1164 "post"
"3029" 5 18 "b" "?" "1" 3828 NA
"3052" 5 22 "b" "0" "-" 630 "predep"
"3053" 5 22 "b" "1" "-" 597 "dep"
"3054" 5 22 "b" "2" "-" 601 "precrit"
"3055" 5 22 "b" "3" "-" 498 "precrit"
"3056" 5 22 "b" "4" "-" 489 "precrit"
"3057" 5 22 "b" "5" "-" 524 "precrit"
"3058" 5 22 "b" "6" "-" 559 "precrit"
"3059" 5 22 "b" "7" "-" 465 "precrit"
"3060" 5 22 "b" "8" "-" 522 "crit"
"3061" 5 22 "b" "9" "-" 514 "postcrit"
"3062" 5 22 "b" "10" "-" 643 "post"
"3063" 5 22 "b" "11" "-" 773 "post"
"3064" 5 22 "b" "12" "-" 508 "post"
"3065" 5 22 "b" "13" "-" 498 "post"
"3066" 5 22 "b" "14" "-" 797 "post"
"3067" 5 22 "b" "15" "-" 937 "post"
"3068" 5 22 "b" "?" "1" 4145 NA
"3188" 6 7 "d" "0" "-" 715 "predep"
"3189" 6 7 "d" "1" "-" 745 "dep"
"3190" 6 7 "d" "2" "-" 736 "precrit"
"3191" 6 7 "d" "3" "-" 558 "precrit"
"3192" 6 7 "d" "4" "-" 595 "precrit"
"3193" 6 7 "d" "5" "-" 1568 "precrit"
"3194" 6 7 "d" "6" "-" 1498 "precrit"
"3195" 6 7 "d" "7" "-" 592 "precrit"
"3196" 6 7 "d" "8" "-" 1693 "crit"
"3197" 6 7 "d" "9" "-" 625 "postcrit"
"3198" 6 7 "d" "10" "-" 569 "post"
"3199" 6 7 "d" "11" "-" 647 "post"
"3200" 6 7 "d" "12" "-" 469 "post"
"3201" 6 7 "d" "13" "-" 395 "post"
"3202" 6 7 "d" "14" "-" 456 "post"
"3203" 6 7 "d" "15" "-" 420 "post"
"3204" 6 7 "d" "?" "1" 7278 NA
"3219" 6 4 "a" "0" "-" 172 "predep"
"3220" 6 4 "a" "1" "-" 747 "dep"
"3221" 6 4 "a" "2" "-" 586 "precrit"
"3222" 6 4 "a" "3" "-" 506 "precrit"
"3223" 6 4 "a" "4" "-" 444 "crit"
"3224" 6 4 "a" "5" "-" 447 "postcrit"
"3225" 6 4 "a" "6" "-" 420 "post"
"3226" 6 4 "a" "7" "-" 446 "post"
"3227" 6 4 "a" "8" "-" 1866 "post"
"3228" 6 4 "a" "?" "1" 3186 NA
"3276" 6 21 "b" "0" "-" 271 "predep"
"3277" 6 21 "b" "1" "-" 1710 "dep"
"3278" 6 21 "b" "2" "-" 473 "precrit"
"3279" 6 21 "b" "3" "-" 447 "precrit"
"3280" 6 21 "b" "4" "-" 483 "precrit"
"3281" 6 21 "b" "5" "-" 448 "precrit"
"3282" 6 21 "b" "6" "-" 617 "precrit"
"3283" 6 21 "b" "7" "-" 471 "precrit"
"3284" 6 21 "b" "8" "-" 1052 "crit"
"3285" 6 21 "b" "9" "-" 634 "postcrit"
"3286" 6 21 "b" "10" "-" 439 "post"
"3287" 6 21 "b" "11" "-" 367 "post"
"3288" 6 21 "b" "12" "-" 388 "post"
"3289" 6 21 "b" "13" "-" 732 "post"
"3290" 6 21 "b" "?" "1" 3032 NA
"3324" 6 32 "a" "0" "-" 400 "predep"
"3325" 6 32 "a" "1" "-" 351 "dep"
"3326" 6 32 "a" "2" "-" 1511 "precrit"
"3327" 6 32 "a" "3" "-" 740 "precrit"
"3328" 6 32 "a" "4" "-" 1711 "crit"
"3329" 6 32 "a" "5" "-" 512 "postcrit"
"3330" 6 32 "a" "6" "-" 457 "post"
"3331" 6 32 "a" "7" "-" 463 "post"
"3332" 6 32 "a" "8" "-" 485 "post"
"3333" 6 32 "a" "9" "-" 833 "post"
"3334" 6 32 "a" "?" "1" 2341 NA
"3355" 6 17 "b" "0" "-" 472 "predep"
"3356" 6 17 "b" "1" "-" 424 "dep"
"3357" 6 17 "b" "2" "-" 434 "precrit"
"3358" 6 17 "b" "3" "-" 421 "precrit"
"3359" 6 17 "b" "4" "-" 404 "precrit"
"3360" 6 17 "b" "5" "-" 436 "precrit"
"3361" 6 17 "b" "6" "-" 397 "precrit"
"3362" 6 17 "b" "7" "-" 447 "precrit"
"3363" 6 17 "b" "8" "-" 403 "crit"
"3364" 6 17 "b" "9" "-" 446 "postcrit"
"3365" 6 17 "b" "10" "-" 402 "post"
"3366" 6 17 "b" "11" "-" 407 "post"
"3367" 6 17 "b" "12" "-" 440 "post"
"3368" 6 17 "b" "13" "-" 451 "post"
"3369" 6 17 "b" "14" "-" 960 "post"
"3370" 6 17 "b" "?" "1" 4353 NA
"3420" 6 13 "b" "0" "-" 349 "predep"
"3421" 6 13 "b" "1" "-" 333 "dep"
"3422" 6 13 "b" "2" "-" 321 "precrit"
"3423" 6 13 "b" "3" "-" 327 "precrit"
"3424" 6 13 "b" "4" "-" 352 "precrit"
"3425" 6 13 "b" "5" "-" 404 "precrit"
"3426" 6 13 "b" "6" "-" 394 "precrit"
"3427" 6 13 "b" "7" "-" 481 "precrit"
"3428" 6 13 "b" "8" "-" 454 "crit"
"3429" 6 13 "b" "9" "-" 581 "postcrit"
"3430" 6 13 "b" "10" "-" 420 "post"
"3431" 6 13 "b" "11" "-" 360 "post"
"3432" 6 13 "b" "12" "-" 438 "post"
"3433" 6 13 "b" "13" "-" 416 "post"
"3434" 6 13 "b" "14" "-" 442 "post"
"3435" 6 13 "b" "15" "-" 383 "post"
"3436" 6 13 "b" "?" "1" 3039 NA
"3447" 6 3 "d" "0" "-" 415 "predep"
"3448" 6 3 "d" "1" "-" 289 "dep"
"3449" 6 3 "d" "2" "-" 406 "precrit"
"3450" 6 3 "d" "3" "-" 314 "precrit"
"3451" 6 3 "d" "4" "-" 328 "precrit"
"3452" 6 3 "d" "5" "-" 373 "precrit"
"3453" 6 3 "d" "6" "-" 377 "precrit"
"3454" 6 3 "d" "7" "-" 373 "precrit"
"3455" 6 3 "d" "8" "-" 410 "crit"
"3456" 6 3 "d" "9" "-" 377 "postcrit"
"3457" 6 3 "d" "10" "-" 346 "post"
"3458" 6 3 "d" "11" "-" 371 "post"
"3459" 6 3 "d" "12" "-" 425 "post"
"3460" 6 3 "d" "13" "-" 404 "post"
"3461" 6 3 "d" "?" "1" 2452 NA
"3480" 6 36 "a" "0" "-" 228 "predep"
"3481" 6 36 "a" "1" "-" 888 "dep"
"3482" 6 36 "a" "2" "-" 683 "precrit"
"3483" 6 36 "a" "3" "-" 477 "precrit"
"3484" 6 36 "a" "4" "-" 356 "crit"
"3485" 6 36 "a" "5" "-" 385 "postcrit"
